PWS ID,PWS Name,PWS Type,Owner Type
CA4901262,FRANCISCAN VINEYARDS DBA QUARRY WINERY,Non-Transient non-community system,Private
CA4901273,"S & W WAREHOUSING, LLC",Non-Transient non-community system,Private
CA3610051,VALLEY OF ENCHANTMENT MWC,Community water system,Private
CA1000365,PONDEROSA TRAILER PARK,Transient non-community system,Private
CA4210024,LA CUMBRE MUTUAL WATER CO,Community water system,Private
CA2300604,POINT OF VIEW MUTUAL WATER CO,Community water system,Private
CA1900563,"SUNDALE MUTUAL WATER COMPANY A, B",Community water system,Private
CA1700727,ROTTEN ROBBIE,Transient non-community system,Private
CA4900748,CASINI RANCH CAMPGROUND,Transient non-community system,Private
CA1910101,ORCHARD DALE WATER DISTRICT,Community water system,Local government
CA5601201,LIMONEIRA RANCH #1,Community water system,Private
CA2110002,MARIN MUNICIPAL WATER DISTRICT,Community water system,Local government
CA2701183,SAN ANTONIO LAKE PARK NORTH WS,Transient non-community system,Local government
CA2702229,MANZANITA PARK WS,Transient non-community system,Local government
CA2700636,ROYAL OAKS PARK WS,Transient non-community system,Local government
CA2701184,SAN ANTONIO LAKE PARK SOUTH WS,Transient non-community system,Local government
CA5602513,PYRAMID FLOWERS,Non-Transient non-community system,Private
CA5603117,SANTA CLARA RESOURCES,Non-Transient non-community system,Private
CA5602104,DEL NORTE MUTUAL WATER CO.,Community water system,Private
CA4901139,WILLOWBROOK ALE HOUSE,Transient non-community system,Private
CA2710023,TASCO SPRECKELS WATER COMPANY,Community water system,Private
CA1100405,BLACK BUTTE MOBILE H.P.,Community water system,Private
CA3610030,MARIANA RANCHOS CWD,Community water system,Local government
CA2410007,PLANADA CSD,Community water system,Local government
CA1502569,FIRST MUTUAL WATER SYSTEM,Community water system,Private
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,Community water system,Local government
CA3601158,HELENDALE CSD COMMUNITY CENTER,Transient non-community system,Private
CA4510014,BELLA VISTA WATER DISTRICT,Community water system,Local government
CA4800820,EB STONE,Transient non-community system,Private
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,Community water system,Local government
CA3610109,SHEEP CREEK WATER COMPANY,Community water system,Private
CA5500020,OLD OAK RANCH,Transient non-community system,Private
CA3601019,BAGDAD CAFE,Transient non-community system,Private
CA4500107,ZUFALL'S MOBILEHOME PARK,Community water system,Private
CA5610035,RIO MANOR MUTUAL WATER CO,Community water system,Private
CA5610068,CLOVERDALE MUTUAL WATER CO.,Community water system,Private
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,Community water system,Private
CA4500277,USFS YOLLA BOLLA CORP YARD,Non-Transient non-community system,Federal government
CA5301013,ACKERMAN CAMPGROUND,Transient non-community system,Federal government
CA5301006,ALPINE VIEW CAMPGROUND,Transient non-community system,Federal government
CA5301114,HAYWARD FLAT CAMPGROUND,Transient non-community system,Federal government
CA5301113,CLARK SYSTEM,Transient non-community system,Federal government
CA5301112,FAWN & STONEY CAMPGROUND,Transient non-community system,Federal government
CA5301014,BRIDGE CAMP,Transient non-community system,Federal government
CA5301109,MARY SMITH CAMPGROUND,Transient non-community system,Federal government
CA2801086,STAGS  LEAP WINERY,Non-Transient non-community system,Private
CA1210314,HIDDEN SPRINGS CG-STATE PARKS,Transient non-community system,State government
CA1210307,RICHARDSON GROVE SP-STATE PARKS,Transient non-community system,State government
CA1210324,BURLINGTON CG-STATE PARKS,Transient non-community system,State government
CA1210312,FOUNDERS GROVE-STATE PARKS,Transient non-community system,State government
CA1210308,GRIZZLY CREEK SP-STATE PARKS,Transient non-community system,State government
CA1210017,MANILA COMMUNITY SERVICES DIST.,Community water system,State government
CA4901164,GURDJIEFF FOUNDATION,Transient non-community system,Private
CA4800612,HASTINGS ISLAND HUNTING PRESERVE,Transient non-community system,Private
CA4300967,COYOTE VALLEY SPORTING CLAYS,Transient non-community system,Private
CA1502073,CAMP EL CAMINO PINES,Transient non-community system,Private
CA1500579,LIFE WATER CO-OP,Community water system,Private
CA1700628,PINE ACRES BLUE LAKE RESORT,Transient non-community system,Private
CA3110034,CHRISTIAN VALLEY PARK CSD,Community water system,Local government
CA4300988,GEORGE CHIALA FARMS INC,Non-Transient non-community system,Private
CA4600037,NEW AGE CHURCH OF BEING-SIERRA HOT SPR.,Transient non-community system,Private
CA1000534,CHOOLJIAN BROS PACKING CO,Non-Transient non-community system,Private
CA4800797,BIRDS LANDING HUNTING PRESERVE,Transient non-community system,Private
CA1502418,INDIAN WELLS LODGE,Transient non-community system,Private
CA4300832,SOUTH COUNTY RETIREMENT HOME,Community water system,Private
CA3710026,VALLEY CENTER MWD,Community water system,Local government
CA1100445,ORLAND MOBILE H.P.,Community water system,Private
CA1900679,RANCHO LOS AMIGOS HOSPITAL,Non-Transient non-community system,Local government
CA5301110,TANNERY GULCH CAMPGROUND,Transient non-community system,Federal government
CA4600051,GREENE ACRES PROP. O.A.,Transient non-community system,Private
CA3500570,B & R FARMS,Non-Transient non-community system,Private
CA4901316,RUED VINEYARDS,Transient non-community system,Private
CA1500449,FOURTH STREET WATER SYSTEM,Community water system,Private
CA1200718,WADDINGTON W.W.,Community water system,Private
CA3500556,MISSION FARM R.V. PARK,Community water system,Private
CA3110044,TAHOE CITY PUD - ALPINE PEAKS,Community water system,Local government
CA3310017,SOUTH MESA WC,Community water system,Private
CA1206001,REDWOOD EMPIRE G&CC,Transient non-community system,Private
CA2300644,WOODSIDE RV PARK,Community water system,Private
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,Community water system,Private
CA2100578,MARSHALL BOAT WORKS,Transient non-community system,Private
CA2100581,HOG ISLAND OYSTER CO.,Transient non-community system,Private
CA3110020,OLYMPIC VALLEY PSD,Community water system,Local government
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,Community water system,Local government
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,Community water system,Private
CA3310006,"BANNING, CITY OF",Community water system,Local government
CA1000488,DANTE CLUB OF FRESNO,Transient non-community system,Private
CA4300766,"SARATOGA SPRINGS, INC.",Transient non-community system,Private
CA2510800,CAL FIRE-DEVIL'S GARDEN CAMP,Non-Transient non-community system,State government
CA1000507,GILLETTE CITRUS COMPANY,Non-Transient non-community system,Private
CA4700503,CALLAHAN WATER DISTRICT,Community water system,Local government
CA1503249,"BUTTONWILLOW ROAD CIRCUIT, LP",Transient non-community system,Private
CA1500554,EAST INYOKERN MUTUAL WATER,Community water system,Private
CA3301943,PLANTATION ON THE LAKE PARK,Community water system,Private
CA3110011,TAHOE CITY PUD - MCKINNEY/QUAIL,Community water system,Local government
CA0910012,TAHOE CITY PUD - RUBICON,Community water system,Local government
CA3110010,TAHOE CITY PUD - MAIN,Community water system,Local government
CA2000637,DELGADO'S RESTAURANT,Transient non-community system,Private
CA1502663,TOWN & COUNTRY WATER COMPANY,Community water system,Private
CA1400010,"ROLLING GREEN UTILITIES, INC.",Community water system,Private
CA2300863,EEL RIVER CHARTER SCHOOL,Non-Transient non-community system,Local government
CA3710802,LA CIMA FIRE CENTER,Community water system,State government
CA0710003,CONTRA COSTA WATER DISTRICT,Community water system,Local government
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,Community water system,Local government
CA0710011,CCWD/BRENTWOOD WTP,Community water system,Local government
CA1000308,MONO HOT SPRINGS RESORT,Transient non-community system,Private
CA3610033,MT BALDY HOMEOWNERS ASSN.,Community water system,Private
CA2810012,PACIFIC UNION COLLEGE,Community water system,Private
CA2300512,ALBION FIELD STATION,Transient non-community system,Private
CA1000482,WOLF LAKES PARK,Transient non-community system,Private
CA1500600,J.G. BOSWELL COMPANY WATER SYSTEM,Non-Transient non-community system,Private
CA4900737,KOA - PETALUMA,Transient non-community system,Private
CA4800807,SELF-SERVE PETROLEUM,Transient non-community system,Private
CA1800503,SUSAN RIVER PARK WATER CO.,Community water system,Private
CA1000585,MURRIETA/HERNANDEZ FARMS,Community water system,Private
CA1100413,COUNTRY LEISURE MOBILE ESTATES,Community water system,Private
CA4900998,BOISSET - DE LOACH WINERY,Transient non-community system,Private
CA2410002,CITY OF DOS PALOS,Community water system,Local government
CA4901073,GRAY WATER SYSTEM,Transient non-community system,Private
CA1510029,VAUGHN WC INC,Community water system,Private
CA2300775,GREEN ACRES TRAILER PARK,Transient non-community system,Private
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,Community water system,Private
CA1300513,OCOTILLO MUTUAL WATER CO,Community water system,Local government
CA4500009,CORTLAND PINES MUTUAL WATER CO,Community water system,Private
CA3700931,VALLECITO COUNTY PARK,Transient non-community system,Local government
CA1400067,CARDINAL VILLAGE RESORT,Transient non-community system,Private
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,Community water system,Private
CA3710010,HELIX WATER DISTRICT,Community water system,Local government
CA5601105,FILLMORE IRRIGATION CO,Community water system,Private
CA4300983,WILLOW HEIGHTS MANSION,Transient non-community system,Private
CA3500547,THE GROVE,Transient non-community system,Private
CA4900797,NORTH STAR MOBILE HOME PARK,Community water system,Private
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),Community water system,Private
CA4700523,GRENADA SANITARY DISTRICT,Community water system,Private
CA3910020,STOCKTON VERDE MOBILE HOME PARK,Community water system,Private
CA0800603,BUTTE COURT MOBILE HOME PARK,Community water system,Private
CA0810800,CALFIRE-ALDER CONSERVATION CAMP,Non-Transient non-community system,State government
CA1206011,ANCIENT REDWOODS RESORT,Transient non-community system,Private
CA1502398,FARMER JOHN EGG RANCH #2,Non-Transient non-community system,Private
CA1000017,DOWVILLE TRACT ASSOCIATION,Transient non-community system,Private
CA1910117,"MONTEBELLO-CITY, WATER DEPT.",Community water system,Local government
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,Community water system,Private
CA1910189,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,Community water system,Private
CA4901333,VCA FORESTVILLE VETERINARY HOSPITAL,Transient non-community system,Private
CA3600620,MOUNTAIN STREAMS RV PARK,Transient non-community system,Private
CA3601141,CAMP MORNING STAR,Transient non-community system,Federal government
CA3601013,DARR WATER CO,Non-Transient non-community system,Private
CA3700174,DIAMOND JACK'S RV RANCH,Non-Transient non-community system,Private
CA3700963,POTRERO ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA3701070,PINECREST,Transient non-community system,Private
CA3701217,JULIAN OAKS CAMP,Transient non-community system,Private
CA3702686,QUESTHAVEN MUNICIPAL WATER DISTRICT,Transient non-community system,Private
CA3700001,LEAPIN' LIZARD RV RANCH,Transient non-community system,Private
CA1502066,DELANO GROWERS GRAPE PRODUCTS,Non-Transient non-community system,Private
CA1510009,ERSKINE CREEK WC,Community water system,Private
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,Community water system,Private
CA4800589,CRESTA MESA PARQUE,Community water system,Private
CA4700562,SWISS HOLIDAY LODGE,Transient non-community system,Private
CA3010036,CITY OF SAN CLEMENTE,Community water system,Local government
CA4500180,MILLVILLE ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA4500184,SUGARLOAF COTTAGES,Transient non-community system,Private
CA3500563,PACIFIC SCIENTIFIC ENERGETIC MATS. COMP.,Non-Transient non-community system,Private
CA4901093,MARTINELLI RANCH,Transient non-community system,Private
CA5602111,NYELAND ACRES MUTUAL WATER CO,Community water system,Private
CA5610002,FILLMORE WATER DEPT,Community water system,Local government
CA3601145,VICTOR VALLEY  WASTEWATER RECLAM,Non-Transient non-community system,Local government
CA4100523,BUTANO GIRL SCOUT CAMP,Transient non-community system,Private
CA1700502,ANDERSON SPRINGS CSD,Community water system,Local government
CA4200978,PENCE VINEYARDS,Transient non-community system,Private
CA5401003,EAST OROSI CSD,Community water system,Local government
CA3600604,DOVID OVED RETREAT CENTER,Transient non-community system,Private
CA4100529,CAMP LOMA MAR,Community water system,Private
CA1010005,FIREBAUGH CITY,Community water system,Local government
CA1009020,FIVE POINTS RANCH,Community water system,Private
CA5410021,EARLIMART PUD,Community water system,Local government
CA1502699,EAST WILSON ROAD WATER COMPANY,Community water system,Private
CA2300606,LAKE VIEW MUTUAL WATER CO.,Community water system,Private
CA4300831,MT. EDEN MUTUAL WATER COMPANY,Community water system,Private
CA1000462,FOUR BAR C FARMS,Transient non-community system,Private
CA5410025,WOODVILLE PUBLIC UTILITY DIST,Community water system,Local government
CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,Community water system,Private
CA5403031,SUN PACIFIC - TULARE,Non-Transient non-community system,Private
CA2000880,JACKASS ROCK CAMP,Transient non-community system,Private
CA4901392,ARISTA WINERY,Transient non-community system,Private
CA1000050,HUCKLEBERRY WATER DEVELOPMENT,Transient non-community system,Private
CA2201070,MARIPOSA DISTRICT FAIRGROUND,Transient non-community system,Local government
CA1502763,"CLEAN HARBORS BUTTONWILLOW, LLC.",Non-Transient non-community system,Private
CA1503194,PARADISE WATER SYSTEM,Non-Transient non-community system,Private
CA1700581,CACHE CREEK MOBILE HOME PARK,Community water system,Private
CA5403090,IN & OUT FOODMART,Transient non-community system,Private
CA5400985,BOB'S TINY MART,Transient non-community system,Private
CA1000442,CHERRY AUCTION,Transient non-community system,Private
CA3500511,CASA DE FRUTA ORCHARDS,Community water system,Private
CA4300611,CASA DE FRUTA WATER SYSTEM,Community water system,Private
CA1200704,AZALEA GLEN,Transient non-community system,Private
CA3600012,APPLE VALLEY VIEW MWC,Community water system,Private
CA2000560,CAMP SUGAR PINE,Transient non-community system,Private
CA2000855,LAMANUZZI  PANTALEO CS  DEHY,Non-Transient non-community system,Private
CA2000562,SKYLAKE YOSEMITE CAMP,Transient non-community system,Private
CA2000563,EMERALD COVE CAMP,Transient non-community system,Private
CA3702459,CAMP OLIVER,Transient non-community system,Private
CA3702530,CAMP CEDAR GLEN,Transient non-community system,Private
CA3702757,BARRETT JUNCTION PROPERTIES INC.,Transient non-community system,Private
CA3705046,MUIR INDUSTRIES INC.,Transient non-community system,Private
CA4100603,COSTANOA CAMPGROUND,Non-Transient non-community system,Private
CA0310006,RIVER PINES PUD,Community water system,Local government
CA4901360,CHATEAU DIANA,Transient non-community system,Private
CA5410008,OROSI PUBLIC UTILITY DISTRICT,Community water system,Local government
CA4010027,NACIMIENTO WATER COMPANY,Community water system,Private
CA5500269,THOMASON TUOLUMNE RD. PROP (STEVE'S PLAC,Transient non-community system,Private
CA1000601,SCHOOL HOUSE RESTAURANT AND TAVERN,Transient non-community system,Private
CA1200793,MERRYMAN'S RESTAURANT,Transient non-community system,Private
CA1910099,PARADISE RANCH MHP,Community water system,Private
CA2300628,MENDOCINO HOTEL,Non-Transient non-community system,Private
CA3700025,CIBBETTS FLATS CAMPGROUND,Transient non-community system,Federal government
CA3700029,DESCANSO FIRE STATION,Transient non-community system,Federal government
CA3700030,FRY CREEK / OBSERVATORY,Transient non-community system,Federal government
CA3700035,OAK GROVE COMPLEX,Transient non-community system,Federal government
CA3700036,SAN LUIS REY PICNIC GROUND,Transient non-community system,Federal government
CA3700044,AUERBACH FARMS,Transient non-community system,Private
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,Non-Transient non-community system,Local government
CA3700149,CALVARY CHAPEL JULIAN,Transient non-community system,Private
CA3701390,LUX INN,Transient non-community system,Private
CA3700013,DESCANSO JUNCTION,Transient non-community system,Private
CA3310030,PINE COVE WATER DISTRICT,Community water system,Local government
CA3700018,CAMPO ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA3700049,POTRERO GENERAL STORE,Transient non-community system,Private
CA3700063,FREEDOM RANCH,Transient non-community system,Private
CA3601012,BURGER DEPOT,Transient non-community system,Private
CA3600530,YMCA CAMP ARBOLADO,Transient non-community system,Private
CA3600593,CAMP CEDAR CREST,Transient non-community system,Private
CA3600538,CAMP CEDAR FALLS,Transient non-community system,Private
CA4901277,BUCHER WATER COMPANY,Non-Transient non-community system,Private
CA2300746,HILL HOUSE L.L.C.,Transient non-community system,Private
CA3901131,BAY VALLEY ESTATES PWS,Transient non-community system,Private
CA3901390,FRANK C ALEGRE TRUCKING INC WS,Non-Transient non-community system,Private
CA3901123,MORADA CHEVRON FAST N EASY #60*,Transient non-community system,Private
CA3400432,COSUMNES RIVER PRESERVE VISITOR (BLM),Transient non-community system,Federal government
CA0202512,SORENSON S RESORT,Transient non-community system,Private
CA0205425,ALPINE CO COMMUNITY DEVELOPMENT,Non-Transient non-community system,Local government
CA0202519,TURTLE ROCK COUNTY PARK,Transient non-community system,Local government
CA0202550,ALPINE COUNTY HEALTH AND HUMAN SERVICES,Transient non-community system,Local government
CA3400107,RIVER'S EDGE MARINA & RESORT,Community water system,Private
CA3400164,"VIEIRA'S RESORT, INC",Community water system,Private
CA0900564,KING'S IV CONDOMINIUMS,Transient non-community system,Private
CA0900582,ALPENROSE INN,Transient non-community system,Private
CA5000478,THE MORNING STAR COMPANY,Non-Transient non-community system,Private
CA5000061,MARTIN'S MOBILE HOME COURT,Community water system,Private
CA0900591,NORTH ECHO SUMMIT WATER ASSOCIATION,Transient non-community system,Private
CA5000551,BEL PASSI BASEBALL,Transient non-community system,Private
CA2600578,DOC & AL'S,Transient non-community system,Private
CA5000574,EASTIN,Non-Transient non-community system,Private
CA2600533,MONO INN,Transient non-community system,Private
CA5000132,VALLEY HOME SCHOOL TEXAS,Non-Transient non-community system,Local government
CA5000277,VALLEY HOME SCHOOL PIONEER,Non-Transient non-community system,Local government
CA0900515,ANGORA LAKES RESORT,Transient non-community system,Private
CA5000298,ORANGE BLOSSOM RECREATION AREA,Transient non-community system,Federal government
CA5000401,KNIGHTS FERRY RECREATION AREA,Transient non-community system,Federal government
CA0706018,CRUISER HAVEN MARINA,Transient non-community system,Private
CA5000179,SCONZA CANDY COMPANY,Non-Transient non-community system,Private
CA5000481,FOSTER FARMS-ELLENWOOD HATCHERY,Non-Transient non-community system,Private
CA5000426,LIBERTY BAPTIST CHURCH,Transient non-community system,Private
CA1500481,RIVERNOOK CAMPGROUND,Community water system,Private
CA0800605,WEST PARK PROPERTIES,Community water system,Private
CA4510005,CITY OF REDDING,Community water system,Local government
CA2400223,"MINTURN NUT CO., INC.",Non-Transient non-community system,Private
CA4500328,JUAN MEAN BURRITO WATER SYSTEM,Non-Transient non-community system,Private
CA1000634,SUPER DRIVE IN,Transient non-community system,Private
CA1000635,SELMA QUICK STOP,Transient non-community system,Private
CA3710036,BORREGO WD,Community water system,Local government
CA5102016,PASQUINI'S (MICHELI) WS,Transient non-community system,Private
CA5105013,CSP LABS & MICRO PARADOX,Non-Transient non-community system,Private
CA4700545,RAILROAD PARK RESORT,Transient non-community system,Private
CA2900274,MOTHER TRUCKERS WATER SYSTEM,Transient non-community system,Private
CA2900564,COUNTRY STORE,Transient non-community system,Private
CA1910301,ANTELOPE VALLEY INDIAN MUSEUM STATE PARK,Transient non-community system,State government
CA1910303,ANTELOPE VALLEY POPPY RESERVE STATE PARK,Transient non-community system,State government
CA1510300,CSP - RED ROCK CANYON,Transient non-community system,State government
CA1510301,CSP - FORT TEJON,Transient non-community system,State government
CA1510302,CSP - TULE ELK,Transient non-community system,State government
CA5000286,BRONCO WINERY,Non-Transient non-community system,Private
CA5000017,PARK HEIGHTS MUTUAL WATER CO,Community water system,Private
CA0900618,BRYANT CREEK/FIR TRACTS MWA,Transient non-community system,Private
CA5000409,SHILOH-PARADISE BASEBALL FOR YOUTH,Transient non-community system,Private
CA4200626,FREMONT/SANTA YNEZ IMPROVEMENT ASSOC.,Transient non-community system,Private
CA0500022,CAMP MENZIES,Transient non-community system,Private
CA0900401,CAMP FLEMING CAMPGROUND,Transient non-community system,Private
CA0900100,CAMP FLEMING LODGE,Transient non-community system,Private
CA0500085,TOYON MIDDLE SCHOOL,Non-Transient non-community system,Private
CA0500097,CUSD DISTRICT OFFICE,Non-Transient non-community system,State government
CA0500099,CHANGING ECHOES,Transient non-community system,Private
CA0707617,WILDWOOD ACRES RESORT,Transient non-community system,Private
CA5000482,"CHEMURGIC AGRICULTURAL CHEMICALS, INC.",Non-Transient non-community system,Private
CA0707542,CONCORD MT DIABLO TRAILRIDE ASSOC.,Transient non-community system,Private
CA5000010,TID/ LA GRANGE WATER SYSTEM,Community water system,Local government
CA5000525,OASIS MARKET,Transient non-community system,Private
CA0707577,RIVERVIEW WATER ASSOCIATION,Community water system,Private
CA5000536,PENTECOST PROPERTIES WATER SYSTEM,Transient non-community system,Private
CA5000154,THE FRUIT YARD RESTAURANT,Non-Transient non-community system,Private
CA0707569,ANGLERS SUBDIVISION 4,Community water system,Private
CA4901083,VINEBURG DELI & GROCERY,Transient non-community system,Private
CA1000192,MONROE SCHOOL,Non-Transient non-community system,Local government
CA4100536,SAN MATEO COUNTY MEMORIAL PARK,Transient non-community system,Local government
CA1600029,BURRIS PARK,Transient non-community system,Local government
CA1600265,HICKEY PARK,Transient non-community system,Local government
CA1600270,KINGSTON-LATON PARK,Transient non-community system,Local government
CA5000440,RAINBOW FARMS,Non-Transient non-community system,Private
CA5000503,OAKDALE CHEESE & SPECIALTIES,Transient non-community system,Private
CA0900507,STANFORD SIERRA CAMP,Transient non-community system,Private
CA0900511,CATHEDRAL WATER ASSOCIATION,Transient non-community system,Private
CA5403205,PENA'S DISPOSAL SERVICES,Non-Transient non-community system,Private
CA5000486,"ROBERTS FERRY NUT CO, INC (WS)",Transient non-community system,Private
CA5000498,GOLDEN STATE PFT PROPERTIES LLC,Non-Transient non-community system,Private
CA0707630,WILLOWEST MARINA WS,Transient non-community system,Private
CA0707545,ORWOOD RESORT,Community water system,Private
CA5000586,CALIFORNIA TRANSPLANTS LLC,Transient non-community system,Private
CA5000427,COVANTA STANISLAUS WASTE ENERGY FACILITY,Non-Transient non-community system,Public/Private
CA5000480,NEW HOPE CHURCH OF THE NAZARENE,Transient non-community system,Private
CA0900549,TAMARACK PARK HOMEOWNERS ASSOC,Transient non-community system,Private
CA0707532,MCAVOY YACHT HARBOR,Transient non-community system,Private
CA0706042,BETHEL ISLAND GOLF COURSE & COUNTRY CLUB,Transient non-community system,Private
CA5000272,CITY OF OAKDALE -KERR PARK,Transient non-community system,Local government
CA5000579,FOSTER FARMS #5,Community water system,Private
CA0500029,TAMARACK SPRINGS MUTUAL WATER,Transient non-community system,Private
CA3301494,PALM SPRINGS AERIAL TRAMWAY,Non-Transient non-community system,Private
CA2900089,RIDGE STOP CAFE-WATER SYSTEM,Transient non-community system,Private
CA3301529,RAMONA WATER COMPANY,Community water system,Private
CA4200827,SANTA YNEZ ROBLAR MOBILE HOME PARK,Community water system,Private
CA1503536,GLENNVILLE MUTUAL WATER COMPANY,Community water system,Private
CA5400805,SOULTS MUTUAL WATER CO,Community water system,Private
CA4400907,SWANTON BERRY FARM,Transient non-community system,Private
CA2000800,MARQUEZ RENTAL,Community water system,Private
CA2300705,LITTLE LAKE MOBILE HOME PARK,Community water system,Private
CA2702572,ALBA WS,Transient non-community system,Private
CA4400665,MEADOWRIDGE MUTUAL WATER CO,Community water system,Private
CA2700837,BLACKIE RD WS #05,Community water system,Private
CA2700541,DEL MONTE FARMS RD WS #03,Community water system,Private
CA2702452,EL CAMINO MACHINE & WELDING WS,Non-Transient non-community system,Private
CA3200617,RIVER RANCH RV PARK,Transient non-community system,Private
CA4400684,APTOS RIDGE MUTUAL WATER CO,Community water system,Private
CA4200804,WALKING M RANCHES,Community water system,Private
CA3301797,ANZA COMMUNITY HALL,Transient non-community system,Private
CA0300048,PEARL'S,Transient non-community system,Private
CA4200911,LAKE CACHUMA COUNTY PARK,Transient non-community system,Local government
CA4200960,LIVE OAK CAMPGROUND,Transient non-community system,Private
CA2900626,STREETER INDUSTRIAL PLAZA,Non-Transient non-community system,Private
CA2900549,MARIN SIERRA BOY SCOUTS OF AMERICA,Transient non-community system,Private
CA2100568,CAMP TAMARANCHO,Transient non-community system,Private
CA0300019,FIDDLETOWN COMMUNITY SERVICE,Community water system,Local government
CA2900621,CAMP BOUNTIFUL,Transient non-community system,Private
CA2900516,CAMP RUCKER LAKE,Transient non-community system,Federal government
CA0500055,CAMP WOLFEBORO,Transient non-community system,Private
CA0500057,CALIFORNIA CAVERNS,Transient non-community system,Private
CA0500088,MOANING CAVERN,Transient non-community system,Private
CA0500107,"MACT HEALTH BOARD, INC.",Transient non-community system,Private
CA5000473,EXCELL CENTER,Non-Transient non-community system,Private
CA5000175,SHIVELY'S BAR & GRILL,Transient non-community system,Private
CA5000284,RAINBOW SPORTS COMPLEX,Transient non-community system,Private
CA5000095,SUNRISE VILLAGE MHP,Community water system,Private
CA5000561,MCHENRY GOLF CENTER,Transient non-community system,Private
CA0409190,PARADISE ADVENTIST CHURCH,Transient non-community system,Private
CA1000648,LEE'S MARKET,Transient non-community system,Private
CA5000033,COBLES CORNER,Community water system,Private
CA5000467,RAM NAAM MANDALI CHURCH OF MODESTO,Transient non-community system,Private
CA0707568,MACS OLD HOUSE,Transient non-community system,Private
CA5000501,RIVER OAKS/KINGDOM HALL,Transient non-community system,Private
CA0707800,ALL STAR ACADEMY OF DANVILLE,Transient non-community system,Private
CA5000177,SHADY LAWN FARM (SUMMER  CAMP),Transient non-community system,Private
CA5000091,OAKDALE GOLF & COUNTRY CLUB (EH),Transient non-community system,Private
CA3400433,EDGEWATER MOBILE HOME PARK,Community water system,Private
CA3901341,RAUDEL DELGADO WATER SYSTEM,Transient non-community system,Private
CA0202522,SIERRA PINES MOBILE HOME PARK,Community water system,Private
CA3400425,SACRAMENTO RENDERING,Non-Transient non-community system,Private
CA0202547,CAMP LIAHONA,Transient non-community system,Private
CA1503657,KIMBERLINA HOUSING UNIT,Transient non-community system,Private
CA1503384,SOUTH VALLEY FARMS-BEECH HULLER/OFFICE,Non-Transient non-community system,Private
CA5410020,"WOODLAKE, CITY OF",Community water system,Local government
CA4300909,LICK OBSERVATORY-UCSC,Community water system,State government
CA2702613,ESTANCIA WINERY WS,Non-Transient non-community system,Private
CA5602403,LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,Non-Transient non-community system,Local government
CA1000367,SELMA HIGH SCHOOL,Non-Transient non-community system,Local government
CA1000198,TERRY SCHOOL,Non-Transient non-community system,Local government
CA1000187,INDIANOLA SCHOOL,Non-Transient non-community system,Local government
CA3301775,HIGH VALLEYS WATER DISTRICT,Community water system,Private
CA1100103,ORLAND LDS CHURCH,Transient non-community system,Private
CA5200714,CHURCH OF LATTER DAY SAINTS,Transient non-community system,Private
CA4400725,SANTA CRUZ COUNTY FAIRGROUNDS,Non-Transient non-community system,Local government
CA5304502,"SALYER HEIGHTS W.S., INC",Community water system,Private
CA1900143,DESERT AIRE GOLF COURSE,Transient non-community system,Private
CA1907029,RANCHO SIERRA ACRES,Transient non-community system,Private
CA3100061,SIERRA MEADOWS APARTMENT,Community water system,Private
CA0409196,PALERMO BIBLE FAMILY CHURCH,Transient non-community system,Private
CA1502034,CALIFORNIA PORTLAND CEMENT,Non-Transient non-community system,Private
CA4700828,CAMP CREEK CAMPGROUND-PP&L,Transient non-community system,Private
CA4901433,FAT PILGRIM GENERAL STORE,Transient non-community system,Private
CA1600050,CENTRAL VALLEY MEAT CO INC,Non-Transient non-community system,Private
CA3301588,ROYAL CARRIZO HOA,Community water system,Private
CA3400213,CENTENNIEL RANCH,Transient non-community system,Private
CA3303071,MORONGO GOLF COURSE AT TUKWET CNYN,Non-Transient non-community system,Private
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",Community water system,Private
CA3710700,CAMP PENDLETON (NORTH),Community water system,Federal government
CA3710702,CAMP PENDLETON (SOUTH),Community water system,Federal government
CA3610039,SAN BERNARDINO CITY,Community water system,Local government
CA2300642,MANCHESTER BEACH KOA,Transient non-community system,Private
CA4510007,COTTONWOOD COUNTY WATER DIST.,Community water system,Local government
CA0500090,AMERICAN LEGION POST #376,Transient non-community system,Private
