PWS ID,PWS Type,PWS Name,Owner Type
CA1400034,Community water system,KEOUGH'S HOT SPRINGS,Private
CA1400036,Community water system,KEELER COMMUNITY SERVICE DISTRICT,Private
CA1400037,Community water system,FOOTHILL LONE PINE MOBILE HOME PARK,Private
CA1400045,Community water system,PRIMROSE LANE APARTMENTS,Private
CA3601157,Transient non-community system,APPLEWHITE CAMPGROUND,Federal government
CA3600768,Transient non-community system,INSTITUTE OF MENTAL PHYSICS,Private
CA3601158,Transient non-community system,HELENDALE CSD COMMUNITY CENTER,Private
CA3600568,Transient non-community system,JOSHUA INN,Private
CA3600504,Community water system,KNOLL ENTERPRISES,Private
CA3600149,Transient non-community system,LAW'S CIDER MILL,Private
CA3600154,Transient non-community system,LOS RIOS RANCHO WATER SYSTEM,Private
CA3600432,Non-Transient non-community system,LUCERNE VALLEY ELEMENTARY SCHOOL,Local government
CA3601095,Non-Transient non-community system,LUCERNE VALLEY HIGH SCHOOL,Local government
CA3601057,Non-Transient non-community system,MOUNTAIN VIEW CONTINUATION SCHOOL,Local government
CA5101009,Community water system,WILDEWOOD EAST MUTUAL,Private
CA4900912,Transient non-community system,KENWOOD RESTAURANT & BAR,Private
CA5100172,Non-Transient non-community system,ENCINAL ELEMENTARY SCHOOL,Local government
CA1502327,Transient non-community system,KERN VALLEY AIRPORT,Private
CA1503374,Non-Transient non-community system,"MARKO ZANINOVICH, INC. - POND ROAD",Private
CA1502581,Non-Transient non-community system,SUNVIEW COLD STORAGE WATER SYSTEM,Private
CA1502753,Non-Transient non-community system,TEHACHAPI CHURCH OF THE NAZARENE,Private
CA1503537,Non-Transient non-community system,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,Private
CA3601119,Transient non-community system,FOUR CORNERS ARCO AMPM,Private
CA3601064,Non-Transient non-community system,OMYA (CALIFORNIA) INC,Private
CA3601085,Community water system,RANCHO PINO VERDE,Private
CA3601121,Transient non-community system,PETROLINK HWY 138 INC,Private
CA3601122,Non-Transient non-community system,PRIMM VALLEY GOLF CLUB,Private
CA3701995,Community water system,WILLOWSIDE TERRACE WATER ASSOCIATION,Private
CA3702236,Community water system,PALOMAR OBSERVATORY,State government
CA3702283,Non-Transient non-community system,MOUNT LAGUNA IMPROVEMENT ASSN.,Private
CA3702364,Non-Transient non-community system,CLOVER FLAT ELEMENTARY SCHOOL,Local government
CA3702686,Transient non-community system,QUESTHAVEN MUNICIPAL WATER DISTRICT,Private
CA3702754,Community water system,RANCHO CORRIDO RV RESORT,Private
CA3700001,Transient non-community system,LEAPIN  LIZARD RV RANCH,Private
CA3303081,Non-Transient non-community system,IDYLLWILD ARTS FOUNDATION,Private
CA1000063,Community water system,NEW AUBERRY WATER ASSOCIATION,Private
CA1000486,Non-Transient non-community system,LION RAISINS PACKING COMPANY,Private
CA1000267,Community water system,KINGS CANYON MOBILE HOME PARK,Private
CA3400123,Transient non-community system,ELKHORN BOAT LAUNCH    [SWS],Local government
CA5200012,Community water system,VISTA GRANDE WATER SYSTEM,Private
CA5200013,Community water system,WOMACK SUBDIVISION M.W.C.,Private
CA5200014,Community water system,WILSON ACRES MUTUAL WATER,Private
CA5200502,Community water system,LAS FLORES WATER WORKS,Private
CA5200507,Non-Transient non-community system,BERRENDOS SCHOOL,Local government
CA5200508,Community water system,RIO VISTA MOBILE HOME PARK,Private
CA5200512,Community water system,BEND MOBILEHOME & RV PARK,Private
CA5200516,Community water system,LAZY CORRAL MOBILE HOME PARK,Private
CA5200519,Non-Transient non-community system,GERBER UNION ELEM SCH DIST,Local government
CA4500090,Transient non-community system,MT LASSEN / SHINGLETOWN RV PARK INC,Private
CA4500097,Transient non-community system,SALT CREEK RESORT LLC,Private
CA4500099,Transient non-community system,SHASTA LAKE RV RESORT,Private
CA5000049,Community water system,LONE PINE MHP,Private
CA5000051,Community water system,MOBILE PLAZA PARK,Private
CA5000054,Community water system,MORNINGSIDE MOBILEHOME PARK,Private
CA5000055,Community water system,OLIVE LANE MOBILEHOME PARK,Private
CA4100566,Transient non-community system,SAN GREGORIO CO,Private
CA4100582,Community water system,COUNTY SERVICE AREA 11,Local government
CA4100509,Community water system,COUNTY SERVICE AREA 7,Local government
CA4100583,Community water system,BIANCHI FLOWERS INC,Private
CA4400517,Community water system,LAKEVIEW APARTMENTS,Private
CA4400530,Transient non-community system,LAND OF MEDICINE BUDDHA,Private
CA4400543,Non-Transient non-community system,R A FARMS,Private
CA4400560,Transient non-community system,BOSCH BAHA'I SCHOOL,Private
CA4400597,Transient non-community system,LA MADRONA ATHLETIC CLUB,Private
CA4400652,Community water system,"CATHEDRAL HILLS MWC, INC",Private
CA4400692,Community water system,ALLAN LANE WATER ASSOCIATION,Private
CA4400803,Transient non-community system,SEQUOIA RETREAT CENTER,Private
CA4400850,Community water system,THE WILLOWS RESORT,Private
CA4400621,Community water system,RIVER GROVE MUTUAL WATER ASSN,Private
CA4400642,Community water system,CATHEDRAL WOODS MUTUAL WATER,Private
CA5400951,Transient non-community system,MOONEY GROVE PARK,Local government
CA5400922,Transient non-community system,BARTLETT PARK,Local government
CA5400583,Transient non-community system,CUTLER PARK,Local government
CA5400823,Transient non-community system,BALCH PARK,Local government
CA5400774,Transient non-community system,PIXLEY PARK,Local government
CA5400616,Community water system,LEMON COVE WATER CO,Local government
CA3900602,Community water system,TAHAMA VILLAGE MOBILE HOME PARK,Private
CA3900606,Community water system,A1 WINSTONS MOBILE HOME PARK,Private
CA3900624,Community water system,WEST LANE MOBILE HOME PARK,Private
CA3900637,Community water system,BIG WHEEL MOBILE HOME PARK,Private
CA3900649,Community water system,GLENWOOD MOBILE HOME PARK,Private
CA3900653,Community water system,ISLANDER MARINA,Private
CA3900661,Community water system,MAPACHE TRAILER PARK,Private
CA3900664,Community water system,NEW HOPE LANDING GENERAL STORE,Private
CA3900682,Community water system,LOCKEFORD MOBILE HOME PARK WTR SYS,Private
CA4400659,Transient non-community system,BLUFF RESIDENTS WATER,Private
CA5000427,Non-Transient non-community system,COVANTA STANISLAUS WASTE ENERGY FACILITY,Public/Private
CA5000439,Transient non-community system,GOLDEN ARCO,Private
CA5000440,Non-Transient non-community system,RAINBOW FARMS,Private
CA5000442,Non-Transient non-community system,"VALLEY DISTRIBUTORS, INC.",Private
CA5000443,Transient non-community system,TRIANGLE TRUCK STOP,Private
CA5000446,Transient non-community system,WHISKEY RIVER SALOON,Private
CA5000447,Transient non-community system,RIVER ROAD PLAZA WATER SYSTEM,Private
CA1400056,Community water system,BROOKSIDE ESTATES MUTUAL WATER COMPANY,Private
CA3700174,Non-Transient non-community system,DIAMOND JACK S RV RANCH,Private
CA3301690,Community water system,TWIN PINES BOYS RANCH,Local government
CA3301717,Community water system,VALLEY VIEW TRAILER PARK,Private
CA3301735,Community water system,WALLER TRACT WATER DISTRICT,Private
CA3301756,Community water system,KKOTTONGNAE RETREAT CAMP,Private
CA1900154,Community water system,TIERRA BONITA MUTUAL WATER COMPANY,Private
CA1000485,Non-Transient non-community system,TESSENDERLO KERLEY INC,Private
CA1909006,Community water system,WEST VALLEY COUNTY WATER DISTRICT,Local government
CA3610012,Community water system,"CHINO, CITY OF",Local government
CA1800516,Community water system,LITTLE VALLEY CSD,Local government
CA1000511,Transient non-community system,NEW BEGINNINGS CHURCH,Private
CA3610109,Community water system,SHEEP CREEK WATER COMPANY,Private
CA1907014,Community water system,NORTH TRAILS MUTUAL WATER CO,Private
CA1510020,Community water system,"TEHACHAPI, CITY OF",Local government
CA3010120,Community water system,SAN JUAN BASIN AUTHORITY,Local government
CA3010030,Community water system,CITY OF SAN JUAN CAPISTRANO,Local government
CA0910002,Community water system,SOUTH TAHOE PUD - MAIN,Local government
CA1500464,Transient non-community system,LAKE ISABELLA KOA CAMPGROUND,Private
CA2210905,Community water system,"MCCLURE BOAT CLUB, INC.",Private
CA3301775,Community water system,HIGH VALLEYS WATER DISTRICT,Private
CA3301803,Community water system,CASTRO TRAILER PARK,Private
CA3301850,Community water system,DELARA RENTALS,Private
CA3301863,Transient non-community system,TRINITY - ANZA,Private
CA3301058,Non-Transient non-community system,COUNTRY HILLS RV PARK,Private
CA3301226,Community water system,MWD - EAGLE MOUNTAIN,Private
CA3301227,Community water system,KAISER EAGLE MOUNTAIN WATER,Private
CA3301280,Community water system,GOLDEN ERA PRODUCTIONS,Private
CA3301283,Community water system,GLEN EDEN SUN CLUB,Private
CA3301308,Non-Transient non-community system,COTTONWOOD SCHOOL,Local government
CA3301309,Non-Transient non-community system,HAMILTON SCHOOL,Local government
CA2510001,Community water system,CITY OF ALTURAS,Local government
CA2600601,Transient non-community system,CONVICT LAKE CAMPGROUND,Federal government
CA4300630,Community water system,FOOTHILL MUTUAL WATER,Private
CA4100536,Transient non-community system,SAN MATEO COUNTY MEMORIAL PARK,Local government
CA3500927,Non-Transient non-community system,ENZA ZADEN RESEARCH,Private
CA5500219,Transient non-community system,CAMP JOHN MENSINGER,Private
CA0110006,Community water system,CITY OF HAYWARD,Local government
CA1510012,Community water system,LAMONT PUBLIC UTILITY DIST,Local government
CA4901016,Transient non-community system,SEQUOIA WATER COMPANY,Private
CA3110150,Community water system,CALAM - WEST PLACER,Private
CA3410013,Community water system,CALAM - LINCOLN OAKS,Private
CA3410012,Community water system,CALAM - ISLETON,Private
CA3410010,Community water system,CALAM - SUBURBAN,Private
CA3410047,Community water system,CALAM - WALNUT GROVE,Private
CA3410045,Community water system,CALAM - ARDEN,Private
CA3601106,Transient non-community system,HITCHIN LUCERNE INC,Private
CA3601107,Transient non-community system,SAN ANTONIO WINERY,Private
CA3601108,Transient non-community system,HOLLAND BURGER CAFE,Private
CA3701961,Community water system,PINE VALLEY TRAILER PARK,Private
CA3701983,Transient non-community system,DUDLEY S BAKERY,Private
CA3701988,Community water system,ALPINE OAKS ESTATES LLC,Private
CA3410017,Community water system,CALAM - PARKWAY,Private
CA3410031,Community water system,CALAM - ANTELOPE,Private
CA3410027,Non-Transient non-community system,CALAM - SECURITY PARK,Private
CA2600608,Transient non-community system,EAST FORK CAMPGROUND,Federal government
CA2810005,Community water system,"AMERICAN CANYON, CITY OF",Local government
CA1000058,Community water system,MUSICK CREEK TRACT ASSOCIATION,Private
CA3610011,Community water system,CEDARPINES PARK MWC,Private
CA2600610,Transient non-community system,PINE GROVE CAMPGROUND,Federal government
CA2300873,Transient non-community system,CAMP NAVARRO,Private
CA1000537,Transient non-community system,JOHNNY QUIK FOOD STORE #161,Private
CA2600617,Transient non-community system,TOM'S PLACE,Private
CA4901388,Transient non-community system,CARNEROS BREWING COMPANY,Local government
CA1000221,Non-Transient non-community system,WASHINGTON UNION HIGH SCHOOL,Local government
CA1000204,Non-Transient non-community system,AMERICAN UNION SCHOOL,Local government
CA3610001,Community water system,"ADELANTO, CITY OF",Local government
CA3600378,Transient non-community system,SUNSHINE RESORT,Private
CA3600270,Community water system,GOLDEN STATE WATER MORONGO DELNORTE,Private
CA3600297,Community water system,GORDON ACRES WATER CO,Private
CA3600301,Community water system,STRAWBERRY LODGE MWC,Private
CA3600258,Community water system,SKY FOREST MWC,Private
CA3600260,Community water system,SMILEY PARK COUNTRY CLUB,Private
CA3600262,Community water system,SNOWCREST HEIGHTS IMP ASSOC,Private
CA3600279,Community water system,GOLDEN STATE WATER DESERT VIEW,Private
CA3600386,Community water system,TRINITY OASIS PALMS INC,Private
CA3600615,Transient non-community system,ACE MOTEL,Private
CA3600602,Non-Transient non-community system,ALPINE CAMP AND CONFERENCE CENTER,Private
CA4000673,Transient non-community system,JACK RANCH CAFE,Private
CA1000615,Transient non-community system,"ROCK HAVEN, INC.",Private
CA1500452,Community water system,RIVERDALE VILLAGE,Private
CA4901133,Transient non-community system,"LANDMARK VINEYARDS, LTD.",Private
CA1410004,Community water system,LADWP - BIG PINE,Local government
CA1010020,Community water system,LATON COMMUNITY SERVICES DISTRICT,Local government
CA3600395,Transient non-community system,BIG BEAR SHORES RV RESORT,Private
CA3601012,Transient non-community system,BURGER DEPOT,Private
CA3601051,Non-Transient non-community system,CEMEX CONSTRUCTION MATERIALS AL,Private
CA3600530,Transient non-community system,YMCA CAMP ARBOLADO,Private
CA3600595,Transient non-community system,CALVARY CHAPEL CHRISTIAN CAMP,Private
CA3600593,Transient non-community system,CAMP CEDAR CREST,Private
CA3400172,Community water system,TOKAY PARK WATER CO,Private
CA3400179,Community water system,MC CLELLAN MHP,Private
CA4500037,Non-Transient non-community system,WHEELABRATOR SHASTA ENERGY,Private
CA4500041,Non-Transient non-community system,ANDERSON UNION HIGH SCHOOL,Local government
CA4500100,Transient non-community system,SHASTA MARINA RESORT,Private
CA4500101,Transient non-community system,LAKE SHASTA PINES RV PARK & CAMPGROUND,Private
CA4500110,Transient non-community system,SILVERTHORN RESORT,Private
CA4500113,Transient non-community system,HOLIDAY HARBOR INC,Private
CA4500143,Transient non-community system,ROOSTER'S LANDING,Private
CA4500061,Transient non-community system,PG&E - CASSEL CAMPGROUND,Private
CA3200069,Transient non-community system,PNF SUNDEW & HUTCHINS CG,Federal government
CA4400851,Non-Transient non-community system,KIM SON MONASTERY,Private
CA4400875,Non-Transient non-community system,SANTA CRUZ WALDORF SCHOOL,Private
CA4400505,Transient non-community system,DAVID BRUCE WINERY,Private
CA4400900,Transient non-community system,EXPLORING NEW HORIZONS-SEMPERVIRENS,Private
CA4400502,Community water system,TROUT GULCH MUTUAL WATER COMPANY,Private
CA3900701,Community water system,CURRIER ESTATES WATER CORP,Private
CA3900702,Community water system,CORRAL HOLLOW PWS,Local government
CA3900705,Community water system,FINNLEES TRAILER PARK,Private
CA3900709,Transient non-community system,EL RANCHO MOTEL,Private
CA3900714,Community water system,SUNNYSIDE ESTATES WATER SYSTEM,Local government
CA3900719,Community water system,MOKELUMNE MEADOWS TRAILER PARK,Private
CA3900720,Community water system,SHADED TERRACE PWS,Local government
CA3900721,Community water system,WOODBRIDGE MOBILE ESTATES,Private
CA3900722,Community water system,MORADA ESTATES PWS,Local government
CA3900724,Community water system,ELKHORN ESTATES WATER SYSTEM,Local government
CA3900732,Community water system,V & P TRAILER COURT WATER SYSTEM,Private
CA5000494,Non-Transient non-community system,HYPOWER HYDRAULICS,Private
CA5000498,Non-Transient non-community system,PATCHETTS FORD MERCURY,Private
CA5000499,Non-Transient non-community system,RATTO BROS,Private
CA1510002,Community water system,BORON CSD,Local government
CA1310003,Community water system,GSWC - CALIPATRIA,Local government
CA3610047,Community water system,GOLDEN STATE WATER CO - WRIGHTWOOD,Private
CA3610043,Community water system,GOLDEN STATE WATER CO - BARSTOW,Private
CA3610108,Community water system,GOLDEN STATE WATER CO - LUCERNE,Private
CA3610107,Community water system,GOLDEN STATE WATER CO - APPLE VLY SOUTH,Private
CA3610105,Community water system,GOLDEN STATE WATER CO - APPLE VLY NORTH,Private
CA1500380,Community water system,DE RANCHO Y MOBILE VILLA WATER,Public/Private
CA1000507,Non-Transient non-community system,GILLETTE CITRUS COMPANY,Private
CA4700503,Community water system,CALLAHAN WATER DISTRICT,Local government
CA1000200,Community water system,RUBYS VALLEY CARE HOME,Private
CA5610010,Community water system,RIO PLAZA WATER CO INC,Private
CA3610063,Community water system,GOLDEN STATE WATER CO - MORONGO DEL SUR,Private
CA1000056,Community water system,MEADOW LAKES CLUB,Private
CA1900904,Non-Transient non-community system,ACTON CONSERVATION CAMP # 11,Local government
CA1910097,Non-Transient non-community system,NORTHROP GRUMMAN CORP.,Private
CA3310037,Community water system,"CORONA, CITY OF",Local government
CA5010028,Community water system,"CERES, CITY OF",Local government
CA3710049,Non-Transient non-community system,PINE VALLEY BORDER PATROL STATION,Federal government
CA1210015,Community water system,WILLOW CREEK C.S.D.,Local government
CA4901008,Transient non-community system,HESSEL CHURCH,Private
CA4901309,Non-Transient non-community system,HILTON MUTUAL WATER COMPANY,Private
CA0605004,Non-Transient non-community system,ADM RICE INC.,Private
CA4900620,Community water system,AUSTIN ACRES MUTUAL WATER COMPANY,Private
CA1500290,Community water system,EDGEMONT ACRES MUTUAL WATER COMPANY,Private
CA5304101,Transient non-community system,Hawkins Bar Trailer Park,Private
CA3600404,Transient non-community system,SHADY LANE RV CAMP,Private
CA3600372,Community water system,PALMS RIVER RESORT,Private
CA3600370,Transient non-community system,WINDMILL RESORT,Private
CA3600406,Transient non-community system,NEWBERRY MOUNTAIN RV & MOTEL,Private
CA3600308,Community water system,FREEDOM ACRES THE RESPORT,Private
CA3600345,Community water system,WEST END MWC,Private
CA3301502,Community water system,PARADISE VALLEY MWC,Private
CA3301511,Community water system,PINYON CREST HOA,Private
CA3301512,Community water system,PINYON PINES COUNTY WATER DIST,Local government
CA3301528,Community water system,OAK HAVEN ASSOCIATION,Private
CA3301535,Community water system,RANCHO CARRILLO MWC,Private
CA3301541,Community water system,RECHE CANYON MUTUAL WATER CO.,Private
CA3301556,Transient non-community system,RIV.COUNTY DISASTER PREP INDIO,Local government
CA3301557,Transient non-community system,EOC WELL - PALM SPRINGS,Local government
CA3301577,Community water system,CSA 62,Local government
CA3301622,Non-Transient non-community system,SILENT VALLEY CLUB,Private
CA3701982,Transient non-community system,PALOMAR CHRISTIAN CONFERENCE CENTER,Private
CA3702059,Transient non-community system,SKYLINE RANCH RV PARK & CAMPGROUND,Private
CA3702104,Transient non-community system,"MHC TT INC., DBA PIO PICO",Private
CA3702111,Transient non-community system,CALEXICO LODGE,Private
CA3702181,Transient non-community system,KQ RANCH RESORT,Private
CA3702235,Transient non-community system,MOBILAND CAMPER PARK,Private
CA4000678,Community water system,TALLEY FARMS LABOR HOUSING,Private
CA4000693,Non-Transient non-community system,CRESTON ELEMENTARY SCHOOL,Local government
CA4000705,Community water system,LAGUNA NEGRA MUTUAL WATER CO.,Private
CA4000707,Transient non-community system,"LONGBRANCH SALOON, THE",Private
CA5000247,Transient non-community system,CERVANTES LABOR CAMP,Private
CA3600538,Transient non-community system,CAMP CEDAR FALLS,Private
CA3600591,Transient non-community system,CAMP OAKES,Private
CA3600587,Transient non-community system,CAMP OSITO RANCHO,Private
CA3600772,Transient non-community system,UCLA UNICAMP,Private
CA3600777,Transient non-community system,CAMP ROUND MEADOW,Private
CA4000708,Transient non-community system,LOADING CHUTE,Private
CA2000851,Community water system,MD#40 SUNSET RIDGE ESTATES,Local government
CA2100578,Transient non-community system,MARSHALL BOAT WORKS,Private
CA2000556,Transient non-community system,SIDERMAN FAMILY CAMP & CONF. CENTER (PUT,Public/Private
CA2000558,Non-Transient non-community system,COARSEGOLD MARKET WATER SYSTEM,Public/Private
CA2000770,Transient non-community system,POMONA RANCH HOUSING CENTER,State government
CA2100580,Transient non-community system,DIEKMANN S GENERAL STORE,Private
CA2100581,Transient non-community system,HOG ISLAND OYSTER CO.,Private
CA2100582,Non-Transient non-community system,NICASIO SCHOOL,Private
CA2000560,Transient non-community system,SUGAR PINE CHRISTIAN CAMPS,Public/Private
CA2000855,Transient non-community system,LAMANUZZI & PANTALEO CS & DEHY,Public/Private
CA2000562,Transient non-community system,SKYLAKE YOSEMITE CAMP,Public/Private
CA2000563,Transient non-community system,EMERALD COVE CAMP,Public/Private
CA2000865,Community water system,MD#58 SIERRA HIGHLANDS,Local government
CA3200068,Transient non-community system,PNF WHITE HORSE CG,Federal government
CA4500071,Transient non-community system,DIGGER BAY MARINA,Private
CA4500072,Transient non-community system,HAT CREEK RESORT & RV PARK,Private
CA4500080,Transient non-community system,LAKESHORE VILLA RV PARK,Private
CA4500082,Community water system,MIDWAY MOBILEHOME PARK,Private
CA4500086,Transient non-community system,PG&E - NORTHSHORE CAMPGROUND,Private
CA3200038,Transient non-community system,PNF COTTONWOOD CG.- FRENCHMAN ADM.,Federal government
CA3107084,Non-Transient non-community system,TURKEY CREEK GOLF CLUB,Private
CA3107310,Non-Transient non-community system,VETERINARY DEVELOPMENT COMPANY,Private
CA3105446,Transient non-community system,LODGEPOLE CAMPGROUND,Private
CA3200098,Transient non-community system,BUCKS LAKE CAMP AND RV PARK,Private
CA3200016,Transient non-community system,"PG&E COOL SPRINGS CG, BUTT VLY",Private
CA3200061,Transient non-community system,"PG&E HASKINS VLY CG, BUCKS LK.",Private
CA3200015,Transient non-community system,"PG&E LAST CHANCE CG, CHESTER",Private
CA3900755,Community water system,SHADY REST TRAILER COURT,Private
CA3900756,Non-Transient non-community system,LINDEN USD-GLENWOOD SCHOOL,Local government
CA3105852,Transient non-community system,"BEAR VALLEY, SIERRA DISCOVERY TRAIL",Private
CA3107315,Transient non-community system,TAHOE VISTANA,Private
CA3105853,Transient non-community system,KIDD LAKE,Private
CA3107313,Non-Transient non-community system,AQUAPURE,Private
CA3105918,Transient non-community system,RIDE TO WALK,Private
CA3105779,Non-Transient non-community system,EASTERN REGIONAL SANITARY LANDFILL WATER,Public/Private
CA3106501,Transient non-community system,CISCO GROVE CAMPGROUND & RV PARK,Private
CA3107318,Transient non-community system,SIERRA WOODS LODGE,Private
CA3107324,Transient non-community system,KILNER PARK,Private
CA3200172,Transient non-community system,ASSOCIATIONS OF THOMPSON LAKE,Private
CA3900733,Community water system,COUNTRY CLUB VISTA MUTUAL WATER COMPANY,Private
CA3900748,Non-Transient non-community system,ESCALON USD- COLLEGEVILLE SCH,Local government
CA3900752,Transient non-community system,HILDRETH WATER SYSTEM,Private
CA3900757,Non-Transient non-community system,LINDEN USD-WATERLOO ELEMENTARY,Local government
CA3900762,Community water system,RIVERSIDE MOBILE HOME PARK,Private
CA3900768,Transient non-community system,PARADISE POINT MARINA,Private
CA3900779,Transient non-community system,BETHANY TEMPLE WATER SYSTEM,Local government
CA5000454,Non-Transient non-community system,PURINA MILLS INC,Private
CA5000465,Non-Transient non-community system,DUARTE NURSERY INC WATER SYSTEM,Private
CA5000470,Non-Transient non-community system,HUGHSON NUT COMPANY WATER SYSTEM,Private
CA2701935,Community water system,MOUNT TORO RANCHOS MWA,Private
CA2701959,Community water system,TIERRA VISTA MWC,Private
CA2702009,Non-Transient non-community system,LAGUNA SECA RECREATION WS,Local government
CA5000478,Non-Transient non-community system,THE MORNING STAR COMPANY,Private
CA5000481,Non-Transient non-community system,FOSTER FARMS-ELLENWOOD HATCHERY,Private
CA1700595,Community water system,CAL 20 VILLAGE,Private
CA3500550,Community water system,SAN JUSTO MUTUAL WATER COMPANY,Private
CA1700606,Community water system,BAYCLIFF WATER,Private
CA5301003,Community water system,LEWISTON PARK MWC,Private
CA4901294,Transient non-community system,WINE COUNTRY IND PARK-BLDGS A&B,Private
CA4901332,Non-Transient non-community system,WINE COUNTRY IND PARK - BLDG C,Private
CA4901247,Non-Transient non-community system,CARNEROS WAREHOUSING,Private
CA4901061,Non-Transient non-community system,SONOMA WAREHOUSING,Private
CA1907036,Non-Transient non-community system,NEW APOSTOLIC CHURCH BOUQUET CANYON,Private
CA1700604,Community water system,REEL IN RESORT,Private
CA3410004,Community water system,CARMICHAEL WATER DISTRICT,Local government
CA4900723,Community water system,SHAMROCK MOBILE HOME PARK,Private
CA4710009,Community water system,CITY OF WEED,Local government
CA4700663,Transient non-community system,"WEED GOLF CLUB, INC.",Private
CA1900706,Community water system,CHAMPION WATER MUTUAL,Private
CA1000366,Community water system,SUNNYSIDE CONVALESCENT HOSP,Private
CA4900890,Non-Transient non-community system,REDWOOD ADVENTIST ACADEMY,Private
CA0600013,Community water system,PRINCETON WATER DISTRICT,Local government
CA1000495,Non-Transient non-community system,GODS FAMILY CHURCH,Private
CA1503623,Transient non-community system,JAKOV DULCICH & SONS WATER SYSTEM,Private
CA2010501,Transient non-community system,NPS-DEVILS POSTPILE,Federal government
CA4210005,Community water system,SAN VICENTE WATER COMPANY,Private
CA1210004,Community water system,"EUREKA, CITY OF",Local government
CA3301588,Community water system,ROYAL CARRIZO HOA,Private
CA3301593,Transient non-community system,COYOTE SPRINGS VILLAGE,Private
CA1000460,Transient non-community system,BELMONT TEMPERANCE PROPERTY WATER SYSTEM,Private
CA3710706,Transient non-community system,USN SERE CAMP WARNER SPRINGS,Federal government
CA1000497,Non-Transient non-community system,OAK VIEW TERRACE,Private
CA1900062,Community water system,L.A. RESIDENTIAL COMMUNITY FOUNDATION,Private
CA1009091,Non-Transient non-community system,"OLAM SPICES AND VEGETABLES, INC.",Private
CA4901313,Transient non-community system,SEBASTOPOL VINEYARDS,Private
CA4901265,Transient non-community system,SONOMA STATE U.-FAIRFIELD OSBORN PRES,State government
CA4910027,Community water system,SONOMA STATE UNIVERSITY,State government
CA4900774,Transient non-community system,CLOVERLEAF RANCH SUMMER CAMP,Private
CA1910128,Community water system,COVINA IRRIGATING CO.,Private
CA4700807,Transient non-community system,JH RANCH,Private
CA3110009,Community water system,MEADOW VISTA CWD,Local government
CA1900509,Community water system,BAXTER MUTUAL WATER CO.,Private
CA1910194,Community water system,ROWLAND WATER DISTRICT,Local government
CA5200672,Transient non-community system,"BLACK BUTTE LAKE, BUCKHORN RA, USCOE",Federal government
CA5200670,Transient non-community system,"BLACK BUTTE LAKE, BUCKHORN GROUP, USCOE",Federal government
CA5201142,Transient non-community system,"BLACK BUTTE LAKE, HEADQUARTERS, USCOE",Federal government
CA1100642,Transient non-community system,"BLACK BUTTE LK, ORLAND BUTTES CAMPGROUND",Federal government
CA2110006,Community water system,NORTH MARIN WD - PT. REYES,Local government
CA2110003,Community water system,NORTH MARIN WATER DISTRICT,Local government
CA3810008,Community water system,THOMAS SHAFT WHOLESALE,Local government
CA3810011,Community water system,SFPUC CITY DISTRIBUTION DIVISION,Local government
CA3810702,Community water system,TREASURE ISLAND,Federal government
CA3810002,Transient non-community system,HHW&P-CHERRY COMPOUND - SFPUC,Local government
CA0110012,Community water system,TOWN OF SUNOL-SFPUC,Local government
CA3810001,Community water system,SAN FRANCISCO REGIONAL WATER SYSTEM,Local government
CA0110018,Community water system,SFPUC-PLEASANTON WELLS,Local government
CA3500537,Transient non-community system,ST. FRANCIS RETREAT CENTER,Private
CA4901202,Non-Transient non-community system,FERRARI-CARANO WINERY,Private
CA3600784,Transient non-community system,MACLIN MARKETS,Private
CA3600541,Transient non-community system,ASSN OF WELL OWNERS,Private
CA3600554,Transient non-community system,MOOSE LODGE 2096,Private
CA3600776,Transient non-community system,MT BALDY SKI LIFT,Private
CA2000866,Non-Transient non-community system,AGRILAND FARMING CO INC,Public/Private
CA2000567,Non-Transient non-community system,YOSEMITE HIGH SCHOOL,Local government
CA2000880,Transient non-community system,JACKASS ROCK CAMP,Public/Private
CA2000890,Transient non-community system,HOUNDS TOOTH INN,Public/Private
CA5210800,Non-Transient non-community system,ISHI CONSERVATION CAMP,State government
CA3400128,Community water system,HAPPY HARBOR (SWS),Private
CA3400133,Transient non-community system,KO-KET RESORT,Private
CA3400135,Community water system,KORTHS PIRATES LAIR,Private
CA3400137,Community water system,LINCOLN CHAN-HOME RANCH,Private
CA3400139,Non-Transient non-community system,SACRAMENTO INTERNATIONAL AIRPORT [SWS],Local government
CA5200521,Community water system,ANTELOPE CREEK MHP,Private
CA5200531,Community water system,RIVER INN MOBILE HOME PARK,Private
CA5200532,Non-Transient non-community system,MANTON ELEMENTARY SCHOOL,Local government
CA3200072,Transient non-community system,PG&E LAKESHORE RESORT,Private
CA5200533,Non-Transient non-community system,PLUM VALLEY SCHOOL DISTRICT,Local government
CA5200538,Non-Transient non-community system,LASSEN VIEW UNION ELEM SCH,Local government
CA5200539,Community water system,FRIENDLY ACRES MHP,Private
CA5200540,Non-Transient non-community system,REEDS CREEK SCHOOL,Local government
CA3200102,Community water system,WHITEHAWK RANCH MWC,Private
CA3200127,Community water system,ARLINGTON HEIGHTS MHP,Private
CA3200509,Community water system,CLIO PUBLIC UTILITY DISTRICT,Local government
CA4500146,Transient non-community system,POLLARD FLAT,Private
CA4500170,Non-Transient non-community system,MONTGOMERY CREEK SCHOOL,Local government
