Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
DISTRICT 08 - SANTA ANA,ORANGE,CA3000852,RANCHO MISSION VIEJO,C,Private (other),17,25,1/6/20,NA,Jan-20,SANTA MARGARITA WATER DISTRICT,CA3010101,Water District,Nitrate,Quality,0,1,0,0,0,Self-funded,Voluntary Consolidation,Physical,Voluntary,NA,-117.6260983,33.5212917,Both,GW,SWP,161264,0,100,39.8406374501992,0,42.62948207171315,0,0,7.171314741035857,135962,22.113002147910066,77.88699785208992,65.24571811469461,1.422192847675328,12.135689891147765,0.1902023677341737,0.11026518096293068,15.628042840651094,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302093,COUNTY WATER OF RIVERSIDE,C,Private (other),140,420,5/25/17,NA,May-17,Eastern Municipal Water District (EMWD),CA3310009,MWD,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/RIVERSIDE_COUNTY_WS.PDF,-117.37587,33.657021,Both,GW,SWP,608232,31.316725978647685,68.68327402135232,54.97206703910614,0,2.793296089385475,3.5754189944134076,0,34.86033519553073,91597,32.68674387191427,67.31325612808573,32.132003218115834,8.753835943508012,5.793402167581665,0.34730521048623575,0.4231450693541669,49.17618134694773,NA
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601094,FUJI NATURAL FOOD,NTNC,Private (other),2,75,5/16/19,NA,May-19,City of Ontario,CA3610034,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.559378,34.009721,Both,GW,SWP,185010,9.240407204385278,90.75959279561472,25.490671189726193,6.445359825539132,19.626847589047735,0,0,44.051369033196025,104736,45.75802798956534,54.24197201043466,15.386801007408648,5.3054072131728285,6.048643183679247,0.3639325225733016,0.25737776435520204,70.11813017214367,NA
LPA75 - SHASTA COUNTY,SHASTA,CA4500136,KLUB KLONDIKE,NC,Private (other),2,35,6/8/2021,NA,Jun-21,LAKEHEAD SUBD MUTUAL WATER CO,CA4500016,MWC,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.382991,40.906146,Both,GW,GW,70,18.295739348370926,81.70426065162907,84.82142857142857,0.6696428571428571,6.138392857142857,0,0,4.464285714285714,45792,18.295739348370926,81.70426065162908,84.82142857142857,0.6696428571428572,6.1383928571428585,0,0,4.464285714285715,45792
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000217,FAITH HOME TEEN RANCH,C,Private (other),7,50,5/29/19,NA,May-19,Keyes CSD,CA5010009,CSD,Nitrate,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.920875,37.5418585,Both,GW,GW,5999,38.297872340425535,61.702127659574465,60.895270270270274,0,0,0,0,39.10472972972973,62404,71.81225731404014,28.187742685959865,16.59375802411378,0.9734897360144785,0.4675371621059444,0,0,80.665842279596,37418.258410847215
DISTRICT 21 - VALLEY,SUTTER,CA5105009,SIKH TEMPLE GURDWARA,NC,Private (other),1,250,9/28/20,NA,Sep-20,CITY OF YUBA CITY,CA5110002,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.663289,39.16305,Both,GW,SW,73202,22.0125786163522,77.9874213836478,73.51724137931035,0.13793103448275862,7.310344827586207,0,0,18.344827586206897,84417,54.59062690327033,45.40937309672967,42.372117325037586,2.7397434451521803,13.204740041235748,1.0348049277588822,0.3169474308366674,35.44920018757972,NA
DISTRICT 24 - TULARE,TULARE,CA5403010,VISALIA CITRUS PACKERS-WOODLAKE,NTNC,Private (other),3,150,5/26/17,NA,May-17,City of Woodlake,CA5410020,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.1314448,36.4131647,Both,GW,GW,7950,56.21052631578948,43.78947368421053,38.17330210772833,0,0.078064012490242,1.014832162373146,0,60.73380171740828,30424,50.26718278891194,49.73281721108807,6.580554347889267,0,2.1558464463383804,0.003230890897543354,0.3273010494774753,90.13260431138558,50999.34873124296
DISTRICT 24 - TULARE,TULARE,CA5400651,BEVERLY GRAND MUTUAL WATER,C,MWC,28,92,12/10/20,NA,Dec-20,"PORTERVILLE, CITY OF",CA5410010,City,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCS/BEVERLYGRAND_STORY.PDF,-119.0491854,36.1008075,Both,GW,GW,65702,0,100,21.09020116807268,0,0,0,0,67.48864373783258,74919,51.23691087329515,48.763089126704855,21.6049001946686,0.3158402692835917,4.142735044538788,1.01682079571968,0.37644693870144375,70.33753367403904,NA
DISTRICT 24 - TULARE,TULARE,CA5402043,MONSON MARKET,NC,Private (other),2,30,3/26/2021,NA,Mar-21,MONSON WATER SYSTEM,CA5403212,CSD,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3398685,36.49492889,Both,GW,GW,140,37.857142857142854,62.142857142857146,33.98230088495575,0,0,0,0,64.7787610619469,51364,37.86451412809135,62.13548587190865,33.99826082471642,0,0,0,0,64.7629952041583,51356.120344655545
DISTRICT 24 - TULARE,TULARE,CA5400957,WEST GOSHEN MUTUAL WATER CO,C,MWC,100,400,NA,Jun-14,Jun-14,CWS - VISALIA,CA5410016,IOU,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/west_goshen_mwc.pdf,-119.4615901,36.34898964,Tool,GW,GW,141165,56.41025641025641,43.58974358974359,22.801635991820042,0,0,0,0,75.4601226993865,29189,41.99883823916751,58.00116176083249,37.370552626165775,2.2082710587817758,5.697828744759675,0.4194606577459227,0.03493690348225177,52.60374601789215,NA
LPA87 - YOLO COUNTY,YOLO,CA5700770,KENTUCKY AVENUE INDUSTRIAL,NC,Private (other),5,20,12/3/2018,NA,Dec-18,City of Woodland,CA5710006,City,Nitrate,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.7738017,38.69236,Both,GW,GW,60978,37.58542141230068,62.414578587699324,68.4456304202802,0.5336891260840559,2.0013342228152102,0,0,29.01934623082055,76365,47.498062203428766,52.50193779657124,37.09168701051559,1.58922908598609,7.869541121646334,0.5172634371683247,0.1583803358104968,49.57089665949441,77146.57688093535
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200959,CENTRAL CITY COOLING,NTNC,Private (other),3,40,1/10/20,NA,Jan-20,SANTA MARIA WATER DEPARTMENT,CA4210011,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.3989842,34.9251593,Both,GW,SWP,107407,20.266666666666666,79.73333333333333,55.52677029360967,0.6044905008635579,0,0,0,43.69602763385147,113015,51.864496183961315,48.135503816038685,15.271485573121602,1.2650508798029976,4.025324316270338,0.14136771721730432,0.01342891736351794,77.44184158510042,NA
District 23 - Fresno,FRESNO,CA1000112,FAIRMONT SCHOOL,NTNC,School,6,483,6/10/19,NA,Jun-19,FCSA #10/Cumora Knolls,CA1000039,CSA,"Nitrate, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/FAIRMONT.PDF,-119.565632,36.780411,Both,GW,GW,132,5.845511482254697,94.1544885177453,51.540616246498594,0,15.266106442577032,1.4705882352941175,0,31.72268907563025,127755,6.513035548463832,93.48696445153617,58.68690570076397,1.9503583214647,6.974618339067676,0.479230901845612,0.01224544850063301,27.695306341167118,98872.03157200349
District 11 - Merced,FRESNO,NA,DALEVILLE (Individual Homes),NA,Domestic wells,42,120,10/1/2018,Dec.2018,Oct-18,City of Fresno,CA1010007,City,"Nitrate, uranium, drought supply shortages",Multiple,0,1,0,1,0,DWR / CAA,Domestic well consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/daleville.pdf,-119.7875425,36.7665762,Both,NA,SW,541990,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8287838442273,47.171216155772704,27.085185627075436,6.800447794330319,12.812728259303027,0.46729802597899694,0.14043566180375386,50.015470899927216,NA
DISTRICT 24 - TULARE,TULARE,CA5400507,VISALIA/ SEQUOIA SOUTH KOA,NC,MHP,83,169,11/20/17,NA,Nov-17,Cal Water Service-Visalia,CA5410016,IOU,Nitrate/Bacteriological,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.406193,36.349414,Both,GW,GW,141165,31.03180760279286,68.96819239720713,9.118915588416513,0,5.56582460464161,0,0,76.48387759293489,59750,41.99883823916751,58.00116176083249,37.370552626165775,2.2082710587817758,5.697828744759675,0.4194606577459227,0.03493690348225177,52.60374601789215,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901410,STOP N SAVE,NC,Private (other),1,50,3/28/19,NA,Mar-19,City of Santa Rosa,CA4910009,City,"No Permit, single source capacity",Multiple,1,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.768644,38.420033,Both,GW,GW,173648,44.688995215311,55.311004784689,28.25497287522604,1.5822784810126582,5.492766726943942,0,0,56.35171790235082,107532,45.99029234765316,54.00970765234684,52.491984909064826,2.2908197378335835,5.617907055746451,0.5339041744397037,0.5597533495871722,34.749577691195086,NA
District 10 - Stockton,AMADOR,CA0310015,RABB PARK COMMUNITY SER. DIST.,C,CSD,108,268,1/11/17,NA,Jan-17,Amador Water Agency,CA0300073,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.527533,38.452386,Both,SWP,SW,35,24.464831804281346,75.53516819571865,88.85017421602788,0,0.9291521486643438,0.4645760743321719,0,9.40766550522648,49063,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 10 - Stockton,AMADOR,CA0310020,THE OAKS MOBILE HOME PARK,C,MHP,213,600,10/14/19,NA,Oct-19,Jackson Valley Irrigation District,CA0300037,Irrigation District,None,None,0,0,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/THE_OAKS.PDF,-120.918933,38.295642,Both,SW,SW,3553,37.96610169491525,62.03389830508475,87.99019607843137,0.428921568627451,1.4093137254901962,0.5514705882352942,0,7.7818627450980395,68500,22.17707781366167,77.82292218633835,83.81260038246691,0.16375193774601468,0.5380420811654767,0.21053820567344741,0,7.6757322789010995,74685.10603383883
LPA37- Contra Costa County,CONTRA COSTA,CA0707558,HERTZ WATER SYSTEM,C,Private (other),16,35,2/22/19,NA,Feb-19,Golden State Water Company- Bay Point,CA0710002,IOU,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.9246386,38.01856574,Both,GW,SWP,22295,59.75,40.25,7.758620689655173,6.763925729442971,16.379310344827587,0,0,68.50132625994695,69318,42.70004683800405,57.299953161995944,10.991664663775124,10.437804270591238,7.790338798012135,0.3133087497901739,0.05137208759419842,66.04486312147986,66125.74648991525
LPA39- El Dorado County,EL DORADO,CA0900548,MARK TWAIN MOTEL,NC,Private (other),21,25,8/9/17,NA,Aug-17,South Tahoe PUD,CA0910019,PA,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9463988,38.9565733,Both,GW,SW,1554,77.08333333333334,22.916666666666664,59.5108695652174,0,0,0,0,40.48913043478261,32885,77.08333333333334,22.916666666666664,59.5108695652174,0,0,0,0,40.48913043478261,32885
LPA39- El Dorado County,EL DORADO,CA0900555,MATTERHORN INN,C,Private (other),2,40,11/27/17,NA,Nov-17,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.99845,38.917605,Both,GW,GW,121124,35.714285714285715,64.28571428571429,58.978328173374614,3.2507739938080498,3.7151702786377707,0,0,27.55417956656347,33704,47.85091019580782,52.14908980419217,65.39620759494996,0.6259236038519519,5.230386207376091,0.1207859482393177,0.07725800661849254,25.028566276663216,NA
LPA39- El Dorado County,EL DORADO,CA0900539,SUNRAY TAHOE HOTEL,NC,Private (other),3,120,7/20/17,NA,Jul-17,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.983058,38.928266,Both,GW,GW,121124,56.88073394495413,43.11926605504588,73.55679702048417,1.48975791433892,11.731843575418994,0,0,13.221601489757914,44750,47.85091019580782,52.14908980419217,65.39620759494996,0.6259236038519519,5.230386207376091,0.1207859482393177,0.07725800661849254,25.028566276663216,NA
LPA39- El Dorado County,EL DORADO,CA0900211,MOTHER LODE RIVER CENTER,NC,Private (other),3,103,12/17/2018,NA,Dec-18,Mother Lode Water System,CA0900116,Private (other),None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.942086,38.826342,Both,GW,GW,63,9.116022099447514,90.88397790055248,83.21732405259087,0,0,0,0,16.782675947409125,65833,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA39- El Dorado County,EL DORADO,CA0900666,SIESTA ARMS APARTMENTS,SSWS,Private (other),1,21,10/23/18,NA,Oct-18,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9609658,38.9438742,Both,NA,GW,121124,42.4,57.599999999999994,32.82442748091603,0,5.2344601962922575,0,0,57.579062159214836,56222,47.85091019580782,52.14908980419217,65.39620759494996,0.6259236038519519,5.230386207376091,0.1207859482393177,0.07725800661849254,25.028566276663216,NA
District 23 - Fresno,FRESNO,CA1000624,SUNNYSIDE MARKET,NC,Private (other),2,429,9/5/17,NA,Sep-17,City of Fresno,CA1010007,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.6628067,36.7506917,Both,GW,SW,541990,8.42358604091456,91.57641395908543,43.389700230591856,0.6149116064565718,18.48578016910069,0,0,28.785549577248272,97917,52.8287838442273,47.171216155772704,27.085185627075436,6.800447794330319,12.812728259303027,0.46729802597899694,0.14043566180375386,50.015470899927216,NA
DISTRICT 23 - FRESNO,FRESNO,CA1000646,E-Z TRIP,NP,Private (other),2,25,9/21/2021,NA,Sep-21,City of Fresno,CA1010007,City,NONE,None,0,0,0,0,0,Private,NA,NA,Voluntary,NA,NA,NA,Excel,GW,SW,541990,13.805970149253731,86.19402985074626,31.84647302904564,0,3.8381742738589213,0,0,63.07053941908713,108889,52.8287838442273,47.171216155772704,27.085185627075436,6.800447794330319,12.812728259303027,0.46729802597899694,0.14043566180375386,50.015470899927216,NA
DISTRICT 20 - RIVERSIDE,IMPERIAL,CA1310011,COACHELLA VWD: I.D. NO. 11,C,County Water District,2776,7500,2/25/2021,NA,Feb-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,None,None,0,0,0,0,0,SWRCB,NA,NA,Voluntary,NA,NA,NA,Excel,GW,GW,297500,42.01183431952663,57.98816568047337,30.63973063973064,0,0,0,0,69.36026936026936,NA,29.815997414416323,70.1840025855837,38.61726999244269,2.0894397736475883,3.2730953573754897,0.25629354144920696,0.07957819278792487,53.910417503568745,NA
District 12 - Visalia,KERN,CA1500508,TWIN PINES MOBILEHOME PARK,C,MHP,40,92,6/5/17,NA,Jun-17,City of Bakersfield,CA1510031,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.081399,35.382306,Both,GW,SWP,149796,29.446640316205535,70.55335968379447,47.71573604060914,0.06345177664974619,6.852791878172589,0,0,31.15482233502538,68600,33.18270969062079,66.81729030937922,39.72913764679828,5.530204743664976,10.509545170438285,0.25942630730833766,0.22154201006829374,40.058293318306696,NA
District 12 - Visalia,KERN,CA1510041,NORTH OF THE RIVER MWD,C,MWD,1,0,3/9/17,NA,Mar-17,Oildale MWC,CA1510015,MWC,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.031813,35.441807,Both,SWP,SWP,36726,73.41463414634146,26.585365853658537,56.74453654860587,0,28.86209495101733,0,0,14.393368500376791,49167,67.04489187052393,32.95510812947608,65.64859826659475,1.7011192605633985,3.8050134775431586,0.7513514098194611,0,23.454408402041114,NA
DISTRICT 16 - CENTRAL,LOS ANGELES,CA1910241,MESA CREST WATER COMPANY,C,Private (other),704,2323,NA,april.2020,Apr-20,LIBERTY UTILITIES - MESA CREST,CA1910241,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-118.1916567,34.2018983,Both,SWP,SWP,2336,7.289293849658314,92.71070615034168,55.5426581543819,0.6964596633778294,33.66221706326175,0,0,5.977945443993035,250001,10.702679085072507,89.2973209149275,48.92492362259435,0.2326387965966827,38.30424351884013,0,0.00956049849027463,6.735808538031842,172724.41874792878
District 11 - Merced,MARIPOSA,CA2210518,YOSEMITE NPS - VERNAL FALLS,NC,Federal,2,3000,7/17/18,NA,Jul-18,YNP - Yosemite Valley,CA2210503,Federal,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3679494,37.86923614,Both,SW,GW,1000,71.73913043478261,28.26086956521739,70.83333333333334,6.770833333333333,3.90625,0,0,17.447916666666664,44773,71.73913043478262,28.26086956521739,70.83333333333334,6.770833333333334,3.90625,0,0,17.447916666666664,44773
District 11 - Merced,MERCED,CA2400176,ST. PAUL LUTHERAN DAY CARE,NTNC,School,1,50,6/19/17,NA,Jun-17,City of Merced,CA2410009,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.442966,37.312162,Both,GW,GW,87110,17.56756756756757,82.43243243243244,55.37037037037037,1.0493827160493827,4.753086419753086,0,0,37.28395061728395,81875,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,MERCED,CA2410306,CDPR-MEDEIROS,NC,State,3,0,4/25/18,NA,Apr-18,CDPR-Section Wide Potable Water Tanks                     (Three park systems consolidated into one),CA2410305,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.0236627,37.06508001,Both,SWP,SWP,171,63.654223968565816,36.345776031434184,42.44897959183673,0,0,0,1.1661807580174928,55.27696793002915,53150,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,MERCED,CA2410307,CDPR-DINOSAUR POINT,NC,State,3,0,4/25/18,NA,Apr-18,CDPR-Section Wide Potable Water Tanks                     (Three park systems consolidated into one),CA2410305,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.211628,37.065095,Both,SWP,SWP,171,27.6657060518732,72.3342939481268,52.57142857142857,0.8163265306122449,9.46938775510204,0,0,35.51020408163265,121213,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 05 - MONTEREY,MONTEREY,CA2710706,CAMP ROBERTS WELL 6A,NC,State,6,115,3/2/18,NA,Mar-18,Camp Roberts-National Guard,CA2710705,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.6681888,36.6810245,Both,GW,GW,385,12.579415501905972,87.42058449809403,72.75664034458005,11.737257717157215,0.9332376166547021,0.3230437903804738,0.5025125628140703,9.547738693467336,70436,14.275373019017765,85.72462698098224,71.47720702324767,11.091817724949577,1.3455527703101025,0.34696365806167917,0.44892935184593197,10.940631442415096,70353.07649140402
LPA58 - NAPA COUNTY,"NAPA",CA2800548,SILVERADO PINES MOBILE HOME,C,MHP,1,255,4/20/2021,NA,Apr-21,City of Napa,CA2810003,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.27294,38.2890933,Both,GW,SW,86906,50.43156596794082,49.56843403205919,60.577915376676984,0,3.4055727554179565,0,0,32.765737874097006,85744,39.46368627269044,60.536313727309555,54.541389800535654,0.7923096962280054,2.7070347540251656,0.23806910420710553,0.0749037195863731,38.378341897009506,NA
LPA59 - NEVADA COUNTY,NEVADA,CA2902376,CAMP AUGUSTA,NC,Private (other),10,150,9/4/19,NA,Sep-19,Nevada Irrigation District,CA2910004,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.0313527,39.3012015,Both,SWP,SW,17233,18.622848200312987,81.37715179968701,82.95008412787436,0,6.898485698261357,0,0,8.468872686483454,66766,52.15875317352001,47.84124682647999,81.34776131576201,0.374597271529958,1.4821047908739802,0.07501202753299675,0.20919723345066005,13.019449857354774,NA
District 09- Sacramento,NEVADA,CA2905004,CALTRANS - DONNER PASS VIS,NTNC,State,1,125,9/28/2018,NA,Sep-18,Truckee Donner PUD,CA2910003,PUD,None,None,0,0,0,0,0,Cal-Trans,Voluntary Consolidation,Physical,Voluntary,NA,-120.13248,39.362281,Both,GW,GW,36730,5.859375,94.140625,93.66602687140116,0,1.1516314779270633,0,0,5.182341650671785,123365,20.574984040612073,79.42501595938792,81.67285497343879,0,1.2243439616659049,0,0.46904282652836493,13.987076522747024,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3010070,GOLDEN STATE WC - YORBA LINDA,C,IOU,1682,5551,Oct-18,NA,Oct-18,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CA3010035,IOU,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-117.869498,33.868331,Both,SWP,SWP,53965,11.428571428571429,88.57142857142857,66.7420814479638,0,0,0,0,33.257918552036195,43400,37.752096296242385,62.24790370375762,38.211084508780075,2.0022709970255876,15.31703312457109,0.04534507775547332,0.11740018852610962,40.768999764098155,100996.78491197368
DISTRICT 02 - LASSEN,PLUMAS,CA3210008,EAST QUINCY SERVICES DISTRICT,C,CSD,771,2572,4/19/19,NA,Apr-19,American valley CSD (formally Quincy CSD),CA3210004,CSD,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-120.9105247,39.9381728,Both,GW,GW,4300,69.35483870967742,30.64516129032258,77.09163346613546,18.725099601593627,0,0,0,4.183266932270916,NA,50.55594189595375,49.44405810404625,75.50187066540288,4.9177908957737495,0.030419372571433973,2.76849172299807,0,12.875237492928724,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303012,"BEL AIR GREENS, LP",NC,Private (other),1,150,4/18/17,NA,Apr-17,Desert Water Agency,CA3310005,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.5115683,33.8081936,Both,GW,SW,89232,29.575402635431917,70.42459736456809,71.85454545454546,0.8727272727272728,1.9636363636363636,1.309090909090909,0.6545454545454545,21.672727272727276,63295,39.66348290843192,60.33651709156808,47.28692872466623,5.3408340036509045,4.110413931773986,0.7117121875509885,0.2316306471826355,39.99188607748321,NA
DISTRICT 20 - RIVERSIDE,RIVERSIDE,CA3310015,ELSINORE VALLEY MWD - TEMESCAL,C,MWD,696,2294,7/20/17,NA,Jul-17,Elsinore Valley MWD,CA3310012,MWD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.339836,33.681182,Both,GW,SW,152433,34.437086092715234,65.56291390728477,34.2560553633218,0,3.0449826989619377,0,0,56.53979238754325,51972,28.317055102525607,71.68294489747439,40.522339764893935,4.179231092691899,5.686454313116504,0.27955900167437464,0.2643231698883927,45.34656070568798,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301566,LAKE CAHUILLA COUNTY PARK,NC,County (other),61,500,8/10/17,NA,Aug-17,Coachella Valley Water District:  Cove Community,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.276955,33.630365,Both,GW,GW,297500,27.474747474747474,72.52525252525253,47.62237762237762,0.13986013986013987,4.755244755244755,4.685314685314685,0,35.73426573426573,47604,29.815997414416323,70.1840025855837,38.61726999244269,2.0894397736475883,3.2730953573754897,0.25629354144920696,0.07957819278792487,53.910417503568745,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302027,EMPIRE POLO CLUB *OOB*,NC,Private (other),1,50,8/10/17,NA,Aug-17,Indio Water Authority,CA3310020,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.237584,33.703576,Both,GW,GW,79114,2.992957746478873,97.00704225352112,83.38907469342251,0.11148272017837235,0,0,0,14.492753623188406,43516,29.755044152810644,70.24495584718936,24.886444433709254,3.7754363466016927,2.51670571440523,0.11263399772082387,0,67.13231030541586,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303085,"HITS, INC. - OOB",NC,Private (other),5,900,8/10/17,NA,Aug-17,CVWD,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.2191162,33.7122802,Both,GW,GW,297500,2.992957746478873,97.00704225352112,83.38907469342251,0.11148272017837235,0,0,0,14.492753623188406,43516,29.815997414416323,70.1840025855837,38.61726999244269,2.0894397736475883,3.2730953573754897,0.25629354144920696,0.07957819278792487,53.910417503568745,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303081,IDYLLWILD ARTS FOUNDATION,NTNC,School,28,275,NA,Dec-16,Dec-16,IDYLLWILD WATER DISTRICT,CA3310019,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.7450095,33.75928441,Tool,GW,GW,2500,22.432432432432435,77.56756756756756,78.04347826086956,10.326086956521738,5.326086956521739,0,0,5,60200,36.50961570525304,63.49038429474696,78.22158594462255,3.334872451502001,6.660630511394822,2.6680546994133625,0,8.68743634944544,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400140,ASPEN GROVE MH & RV PARK,C,MHP,35,55,7/12/18,NA,Jul-18,Cal American Water-Rosemont,CA3410010,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.308278,38.585602,Both,GW,GW,53563,25.14177693761815,74.85822306238185,53.7125748502994,7.544910179640718,23.41317365269461,0,0,14.73053892215569,64219,46.39082349091128,53.60917650908872,44.50534234545651,13.378358752801029,10.921288275370054,0.21402891251124812,0.7709208452773626,22.691063803674094,NA
