Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,B11001_001M,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
District 11 - Merced,MERCED,CA2400176,ST. PAUL LUTHERAN DAY CARE,NTNC,School,1,50,6/19/17,NA,Jun-17,City of Merced,CA2410009,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.442966,37.312162,Both,System type in yearly excel listed as NP,NA,No,No,2,Yes,GW,NA,GW,GW,87110,Community water system,52.11119133,1,NA,NB - This filters out when we eliminate jursidictions.,2916 N. MCKEE RD. MERCED CA 95340,060470012004,"Block Group 4, Census Tract 12, Merced County, California",1620,600,897,403,17,21,0,13,77,83,0,13,604,338,81875,37749,592,200,488,197,104,63,592,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA58 - NAPA COUNTY,"NAPA",CA2800548,SILVERADO PINES MOBILE HOME,C,MHP,1,255,4/20/2021,NA,Apr-21,City of Napa,CA2810003,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.27294,38.2890933,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,86906,Community water system,67.36698082,2,1,NA,150 SILVERADO TRAIL NAPA CA 94558,060552003011,"Block Group 1, Census Tract 2003.01, Napa County, California",1938,490,1174,340,0,13,0,13,66,57,0,13,635,434,85744,13703,811,149,402,92,409,127,811,149,157416.151365,446459062.019,31496.338403264683,NA,2385.252625000008,698.1287476751913,88113.11422778407,33816.352234441496,209.7701017310692,66,48058.11709636695,31496.338403264683,19066.72222841539,12429.61617484929
LPA58 - NAPA COUNTY,"NAPA",CA2800538,CARNEROS INN,C,MWC,1,30,7/20/2021,NA,Jul-21,City of Napa,CA2810003,City,Exceeded GW use allowed,NA,1,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet - https://www.napa.lafco.ca.gov/uploads/documents/10-7-19_6b_CarnerosOSA-Napa.pdf",NA,No,No,2,Yes,GW,NA,GW,SW,86906,Community water system,0,1,1,NA,4048 SONOMA HIGHWAY NAPA CA 94559,060552011021,"Block Group 1, Census Tract 2011.02, Napa County, California",1380,268,1145,254,14,32,70,97,110,56,0,13,38,40,119107,27663,515,95,389,99,126,54,515,95,157416.151365,446459062.019,31496.338403264683,NA,2385.252625000008,698.1287476751913,88113.11422778407,33816.352234441496,209.7701017310692,66,48058.11709636695,31496.338403264683,19066.72222841539,12429.61617484929
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601094,FUJI NATURAL FOOD,NTNC,Private (other),2,75,5/16/19,NA,May-19,City of Ontario,CA3610034,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.559378,34.009721,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,185010,Community water system,NA,NA,NA,NA,13500 Hamner Ave. Ontario 91761,060710019063,"Block Group 3, Census Tract 19.06, San Bernardino County, California",4127,866,1052,418,266,198,0,13,810,277,0,13,1818,725,104736,24887,1277,214,1159,229,118,118,1277,214,66087.2924836,184330680.409,49660.19712417257,NA,10576.110541375234,9276.555328131393,174850.9578133527,122602.22220680665,636.3395015137139,450.0274861736646,26903.968938288624,49660.19712417257,26936.670224420363,22723.526899752207
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000271,BUEHNER WATER SYSTEM-WEBER COMPLEX,C,Private (other),9,30,9/21/2018,NA,Sep-18,City of Patterson,CA5010017,City,E. coli in source,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.1273218,37.4842802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,23764,Community water system,NA,NA,NA,NA,136 WEBER AVE PATTERSON CA 95363,060990032012,"Block Group 2, Census Tract 32.01, Stanislaus County, California",1814,479,84,65,0,13,0,13,0,13,0,13,1712,477,41446,4296,417,90,221,80,196,82,417,90,77144.1218268,88514166.3049,2025.237614080816,NA,169.26433063734035,160.433918594224,7380.935317852722,5050.0978289886925,0.8646074521885991,20.457797764974124,1857.1909462221877,2025.237614080816,1354.809031238455,670.428582842361
DISTRICT 18 - SONOMA,SONOMA,CA4901389,PG & E LAKEVILLE SUBSTATION,NTNC,Private (other),1,50,8/16/2018,NA,Aug-18,City of Petaluma,CA4910006,City,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.580815,38.250365,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,64251,Community water system,752.7271502,2,NA,NA,2455 Frates Road PETALUMA CA 94972,060971506111,"Block Group 1, Census Tract 1506.11, Sonoma County, California",848,167,751,150,0,13,0,13,69,66,0,13,27,34,127227,34213,333,69,310,66,23,35,333,69,66549.5117439,57448342.1379,18876.598251858944,NA,1952.8213744157952,538.7669764587766,50080.94929247074,11672.821012204247,154.26010560787458,18.45712826524171,33196.40320411762,18876.598251858944,11678.322563886193,7198.275687972751
District 09- Sacramento,EL DORADO,CA0910010,"PLACERVILLE, CITY OF - SIERRA GOLF & CC",C,City,264,320,6/20/17,NA,Jun-17,City of Placerville-Main,CA0910003,City,DBPs,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.802628,38.728678,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,10762,Community water system,NA,NA,NA,NA,3101 Center Street PLACERVILLE CA 95667,060170312003,"Block Group 3, Census Tract 312, El Dorado County, California",1750,552,1226,439,25,25,0,13,26,27,0,13,421,298,62338,42856,427,115,282,136,145,80,427,115,24551.034382500002,14543549.7239,1853.7476217473607,120642887.88808711,65.69009747324307,62.556925505380406,4938.6535659093515,952.7424522209648,18.782023804323252,0,3713.1779820732213,1853.7476217473607,1195.170010738943,658.5776110084179
DISTRICT 24 - TULARE,TULARE,CA5403038,SPRINGVILLE WATER CO.,C,Private (other),5,50,1/15/20173,Jan.2018,Jan-17,City of Porterville,CA5410010,City,Single source in drought prone area,Sustainability,0,0,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.964641,36.054012,Both,Partnership tool lists issu as single source capacity,NA,No,No,2,Yes,GW,NA,GW,GW,65702,Community water system,163.5205761,1,NA,NA,2393 E. SPRINGVILLE PORTERVILLE CA 93257,061070039024,"Block Group 4, Census Tract 39.02, Tulare County, California",251,103,174,89,0,13,0,13,0,13,0,13,77,59,20625,15370,118,47,43,29,75,42,118,47,178114.606617,56528518.4072,13061.597664843477,NA,1795.1580240958851,136.86204588065016,43332.67768264289,30479.136756891738,440.6156780192936,163.12453859367287,9361.98176501243,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 24 - TULARE,TULARE,CA5400600,GOLDEN KEY APARTMENTS,C,Private (other),16,48,3/21/17,NA,Mar-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0356383,36.0647783,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,65702,Community water system,10.68973497,2,NA,NA,59 S. INDIANA STREET PORTERVILLE CA 93257,061070041031,"Block Group 1, Census Tract 41.03, Tulare County, California",1201,556,140,139,0,13,0,13,0,13,0,13,1061,548,56263,3813,289,127,184,99,105,65,289,127,178114.606617,56528518.4072,13061.597664843477,NA,1795.1580240958851,136.86204588065016,43332.67768264289,30479.136756891738,440.6156780192936,163.12453859367287,9361.98176501243,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 24 - TULARE,TULARE,CA5403202,SALLY TRACH WATER SYSTEM,C,Private (other),10,25,5/25/17,NA,May-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.017809,36.068525,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,65702,Community water system,NA,NA,NA,NA,629 E Date Ave Porterville CA 93257,061070039041,"Block Group 1, Census Tract 39.04, Tulare County, California",1432,641,74,63,0,13,0,13,0,13,0,13,1358,644,18634,12731,369,121,171,65,198,117,369,121,178114.606617,56528518.4072,13061.597664843477,NA,1795.1580240958851,136.86204588065016,43332.67768264289,30479.136756891738,440.6156780192936,163.12453859367287,9361.98176501243,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 24 - TULARE,TULARE,CA5403149,RANCHO LOPEZ WATER SYSTEM,C,Private (other),11,50,12/31/17,NA,Dec-17,City of Porterville,CA5410010,City,"Periodic bacteriological issues, single source",Multiple,0,1,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.984521,36.059476,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,65702,Community water system,711.9473038,3,NA,NA,1465 E TYLER AVE LANE PORTERVILLE CA 93257,061070039022,"Block Group 2, Census Tract 39.02, Tulare County, California",1659,503,465,203,0,13,0,13,28,37,13,23,1128,511,21016,14141,464,96,209,73,255,86,464,96,178114.606617,56528518.4072,13061.597664843477,NA,1795.1580240958851,136.86204588065016,43332.67768264289,30479.136756891738,440.6156780192936,163.12453859367287,9361.98176501243,13061.597664843477,6369.238510679225,6692.359154164253
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400198,CARA BAY APARTMENTS,C,Private (other),85,500,3/8/18,NA,Mar-18,City of Sacramento,CA3410020,City,tetrachloroethylene,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4360967,38.5150817,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,510931,Community water system,NA,NA,NA,NA,6125 Stockton Blvd. Sacramento CA 95824,060670032023,"Block Group 3, Census Tract 32.02, Sacramento County, California",1764,431,154,113,79,72,0,13,1025,313,0,13,506,317,23859,17442,633,132,151,72,482,118,633,132,198314.01208,422915998.73,185968.13900694152,NA,94480.30631942599,64048.04032335059,498785.37914113386,141611.3245824304,1594.4665142410267,8173.946788152031,159045.2988075498,185968.13900694152,91692.26675447833,94275.87225246319
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400352,ACORN MOBILE VILLAGE,C,MHP,56,100,10/18/19,NA,Oct-19,City of Sacramento Main,CA3410020,City,"PCE, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4419157,38.5217128,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,510931,Community water system,47.72109866,3,1,NA,5800 Stockton Blvd. Sacramento CA 95827,060670046032,"Block Group 2, Census Tract 46.03, Sacramento County, California",1551,607,343,150,118,183,0,13,667,619,0,13,382,191,39853,9310,616,170,124,86,492,185,616,170,198314.01208,422915998.73,185968.13900694152,NA,94480.30631942599,64048.04032335059,498785.37914113386,141611.3245824304,1594.4665142410267,8173.946788152031,159045.2988075498,185968.13900694152,91692.26675447833,94275.87225246319
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400468,SACRAMENTO SOFTBALL COMPLEX (SWS),NC,City,4,500,6/17/2021,NA,Jun-21,CITY OF SACRAMENTO MAIN,CA3410020,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.386844,38.639041,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,510931,Community water system,0,1,1,NA,3450 LONGVIEW DR SACRAMENTO CA 95821,060670074133,"Block Group 3, Census Tract 74.13, Sacramento County, California",1112,729,446,191,32,51,0,13,1,2,0,13,624,740,46453,35189,323,88,211,102,112,66,323,88,198314.01208,422915998.73,185968.13900694152,NA,94480.30631942599,64048.04032335059,498785.37914113386,141611.3245824304,1594.4665142410267,8173.946788152031,159045.2988075498,185968.13900694152,91692.26675447833,94275.87225246319
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000743,UPS - SAN LUIS OBISPO,NTNC,Private (other),1,35,10/20/17,NA,Oct-17,City of San Luis Obispo,CA4010009,City,Treated for Mercury,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.642514,35.249208,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,45920,Community water system,NA,NA,NA,NA,3601 Sacramento Dr. San Luis Obispo CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1568,320,0,13,0,13,83,73,0,13,229,124,95722,11564,836,148,520,76,316,148,836,148,62155.6426204,37445716.2022,12892.698241505708,NA,1757.2255120571263,809.8455551216543,31849.024381776373,6081.270270538462,59.822581485339526,8.247390921703614,21891.796275407483,12892.698241505708,4420.314433236626,8472.383808269082
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5601206,LIMONEIRA CO. - MCKEVETT,C,Private (other),9,36,2/1/17,NA,Feb-17,City of Santa Paula Water Dept.,CA5610011,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0408133,34.362875,Both,NA,NA,No,No,2,Yes,GWP,NA,GWP,GW,29321,Community water system,NA,NA,NA,NA,18249 East Telegraph Road SANTA PAULA CA 93060,061110006003,"Block Group 3, Census Tract 6, Ventura County, California",1738,537,21,33,18,22,0,13,0,13,0,13,1699,540,55417,32081,498,182,75,38,423,182,498,182,59990.6611763,64533121.6602,7742.687996440019,NA,102.48876566610942,35.23061520130489,27296.466339681083,23320.613828346733,22.828748990437884,0.47071262879762354,3427.2231646828354,7742.687996440019,3774.583483690819,3968.1045127492002
DISTRICT 18 - SONOMA,SONOMA,CA4901439,CENTRO CHRISTIANO EVANGELISTICO,NTNC,Private (other),3,36,9/19/2018,NA,Sep-18,City of Santa Rosa,CA4910009,City,Operating without a permit,NA,NA,NA,NA,NA,NA,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.737424,38.428867,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,173648,Community water system,NA,NA,NA,NA,1589 Hampton Way SANTA ROSA CA 95407,060971531042,"Block Group 2, Census Tract 1531.04, Sonoma County, California",512,165,184,87,12,20,0,13,5,12,0,13,311,161,48042,27683,211,76,165,65,46,53,211,76,97471.7275708,189298667.7,65834.95494796787,NA,10101.707452514622,4119.183636968578,179812.64823848903,62484.13589822907,960.0272351158733,1006.5073214963415,94387.22817793748,65834.95494796787,35557.2667004517,30277.688247516173
DISTRICT 18 - SONOMA,SONOMA,CA4901410,STOP N SAVE,NC,Private (other),1,50,3/28/19,NA,Mar-19,City of Santa Rosa,CA4910009,City,"No Permit, single source capacity",Multiple,1,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.768644,38.420033,Both,No permit came from excel data for issue whereas partnership tool said single source capacity,NA,No,No,2,Yes,GW,NA,GW,GW,173648,Community water system,NA,NA,NA,NA,1078 S Wright Rd. Santa Rosa 95407,060971533013,"Block Group 3, Census Tract 1533.01, Sonoma County, California",4424,737,1250,525,70,68,0,13,243,249,0,13,2493,740,107532,27102,1045,176,578,183,467,135,1045,176,97471.7275708,189298667.7,65834.95494796787,NA,10101.707452514622,4119.183636968578,179812.64823848903,62484.13589822907,960.0272351158733,1006.5073214963415,94387.22817793748,65834.95494796787,35557.2667004517,30277.688247516173
LPA87 - YOLO COUNTY,YOLO,CA5700600,FAST & EASY MART #54 - WATER,NC,Private (other),1,100,11/18/19,NA,Nov-19,City of Winters,CA5710005,City,bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.956556,38.530616,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7417,Community water system,1561.264685,2,NA,NA,999 E GRANT AVE WINTERS CA 95694,061130113011,"Block Group 1, Census Tract 113.01, Yolo County, California",937,245,803,233,0,13,0,13,15,25,0,13,119,115,134000,92635,388,102,251,76,137,103,388,102,3387.90524288,549205.508982,195.81899333264616,19052273.13424812,6.86282880316817e-4,6.118788796316936,635.6626499653271,252.344294470961,0,0,368.8773276521779,195.81899333264616,144.414899393277,51.40409393936916
DISTRICT 24 - TULARE,TULARE,CA5403010,VISALIA CITRUS PACKERS-WOODLAKE,NTNC,Private (other),3,150,5/26/17,NA,May-17,City of Woodlake,CA5410020,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.1314448,36.4131647,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7950,Community water system,NA,NA,NA,NA,19743 AVE 344 WOODLAKE CA 93286,061070007012,"Block Group 2, Census Tract 7.01, Tulare County, California",1281,663,489,214,0,13,13,22,1,5,0,13,778,646,30424,11800,475,165,208,66,267,150,475,165,33902.7148992,10868606.1453,1785.36987187687,91052700.71010305,138.32150995355008,0,6416.111415935197,5783.00831470251,0.2072975597136903,21,422.2156987467432,1785.36987187687,887.914734922361,897.455136954509
LPA87 - YOLO COUNTY,YOLO,CA5700770,KENTUCKY AVENUE INDUSTRIAL,NC,Private (other),5,20,12/3/2018,NA,Dec-18,City of Woodland,CA5710006,City,Nitrate,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.7738017,38.69236,Both,Excel data listed system type as NP,NA,No,No,2,Yes,GW,NA,GW,GW,60978,Community water system,32.68915922,1,1,NA,"515 KENTUCKY AVENUE, woodland, CA 95695",061130112083,"Block Group 3, Census Tract 112.08, Yolo County, California",1499,579,1026,490,8,18,0,13,30,51,0,13,435,328,76365,3372,439,169,274,152,165,106,439,169,48441.3169959,85306525.5243,20357.35370779293,1570500152.9106414,4670.635793573868,943.2202130284389,59350.802306968006,29420.724878167937,307,94,22014.21382993044,20357.35370779293,10688.005180693432,9669.348527099497
LPA87 - YOLO COUNTY,YOLO,CA5700649,WESTUCKY WATER ASSOC,C,Private (other),15,33,6/26/19,NA,Jun-19,City of Woodland,CA5710006,City,"Chromium VI, Nitrate, Bacti",Quality,0,1,0,0,0,CDBG,Voluntary Consolidation,Physical,Voluntary,NA,-121.7852554,38.69291977,Both,bacteria not listed as an issue in partnerships tool data,NA,No,No,2,Yes,GW,NA,GW,GW,60978,Community water system,72.11583822,1,1,NA,38925 Aspen St Woodland CA 95695,061130112083,"Block Group 3, Census Tract 112.08, Yolo County, California",1499,579,1026,490,8,18,0,13,30,51,0,13,435,328,76365,3372,439,169,274,152,165,106,439,169,48441.3169959,85306525.5243,20357.35370779293,1570500152.9106414,4670.635793573868,943.2202130284389,59350.802306968006,29420.724878167937,307,94,22014.21382993044,20357.35370779293,10688.005180693432,9669.348527099497
DISTRICT 21 - VALLEY,SUTTER,CA5100176,CALVARY CHRISTIAN CENTER,NTNC,Private (other),1,245,10/22/2018,NA,Oct-18,City of Yuba City,CA5110002,City,"historic nitrate, low level perchlorate",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.664779,-121.664779,Both,Instead of what is listed for issues here the partnership tool says low level nitrate,NA,No,No,2,Yes,GW,NA,GW,SW,73202,Community water system,949.5993908,1,NA,NA,2620 COLUSA HIGHWAY YUBA CITY CA 95993,061010505012,"Block Group 2, Census Tract 505.01, Sutter County, California",535,191,367,139,0,13,0,13,0,13,0,13,168,134,70208,35735,193,57,162,59,31,22,193,57,55787.2160326,37813337.071,14126.639769550204,NA,5182.367722680319,1075.2470669049915,39246.268434644124,13912.488263551906,406.1223197231761,124.3900395028665,16629.4749068266,14126.639769550204,6414.818558986044,7711.8212105641605
DISTRICT 21 - VALLEY,SUTTER,CA5105009,SIKH TEMPLE GURDWARA,NC,Private (other),1,250,9/28/20,NA,Sep-20,CITY OF YUBA CITY,CA5110002,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.663289,39.16305,Both,Partnership tool lists no issues instead of nitrate,NA,No,No,2,Yes,GW,NA,GW,SW,73202,Community water system,1131.337294,1,NA,NA,2468 TIERRA BUENA ROAD YUBA CITY CA 95993,061010506011,"Block Group 1, Census Tract 506.01, Sutter County, California",1450,415,1066,397,2,4,0,13,106,142,0,13,266,283,84417,40139,477,127,372,129,105,72,477,127,55787.2160326,37813337.071,14126.639769550204,NA,5182.367722680319,1075.2470669049915,39246.268434644124,13912.488263551906,406.1223197231761,124.3900395028665,16629.4749068266,14126.639769550204,6414.818558986044,7711.8212105641605
DISTRICT 03 - MENDOCINO,LAKE,CA1700516,LAKE COUNTY CSA 16 - PARADISE VALLEY,C,CSA,72,133,5/29/19,NA,May-19,Clearlake Oaks CWD,CA1710001,County Water District,Inadequate source capacity,Capacity,1,0,0,0,0,"IRWM, System funds",Voluntary Consolidation,Physical,Voluntary,NA,-122.753025,39.04182,Both,excel listed service connections is 72,NA,No,No,2,Yes,GW,NA,GW,SW,2359,Community water system,2899.864363,5,NA,NA,8508 PARADISE LAGOON DR. LUCERNE CA 95458,060330006021,"Block Group 1, Census Tract 6.02, Lake County, California",727,303,481,216,1,2,0,13,149,186,0,13,73,89,70221,37327,301,108,198,92,103,65,301,108,34466.2450419,15696938.7902,703.917966291611,38971074.57895807,40.600621382409855,0.7932974422036353,1477.5553686595324,196.6814347515094,17.978646222755057,0,1218.4350629735388,703.917966291611,471.85383774205184,232.0641285495592
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301566,LAKE CAHUILLA COUNTY PARK,NC,County (other),61,500,8/10/17,NA,Aug-17,Coachella Valley Water District:  Cove Community,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.276955,33.630365,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,297500,Community water system,NA,NA,NA,NA,58075 Jefferson St. La Quinta CA 92253,060650444034,"Block Group 4, Census Tract 444.03, Riverside County, California",1430,520,681,271,2,4,67,51,68,48,0,13,511,348,47604,45858,495,155,359,151,136,84,495,155,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301153,"CVUSD, WESTSIDE SCHOOL",NTNC,School,11,975,2/10/2021,NA,Feb-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"CHROMIUM 6, COLIFORM",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.229993,33.641433,Both,Partnership tool just lists coliform,NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,82225 AIRPORT BLVD THERMAL CA 92274,060650456151,"Block Group 1, Census Tract 456.15, Riverside County, California",1801,519,366,357,0,13,0,13,0,13,0,13,1435,421,67171,36479,549,108,515,107,34,39,549,108,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301276,THERMAL MUTUAL WATER COMPANY,C,MWC,36,100,2/10/2021,NA,Feb-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"CHROMIUM 6, COLIFORM",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.2118438,33.65657888,Both,"Excel data said chromium was issue, partnerships tool said Coliform listing both here",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,83355 AVE 55 THERMAL CA 92274,060650456152,"Block Group 2, Census Tract 456.15, Riverside County, California",835,463,6,12,0,13,0,13,0,13,0,13,829,464,13974,8074,499,266,376,267,123,75,499,266,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
DISTRICT 20 - RIVERSIDE,IMPERIAL,CA1310011,COACHELLA VWD: I.D. NO. 11,C,County Water District,2776,7500,2/25/2021,NA,Feb-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,None,None,0,0,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,99620 Tripoli Dr. Mecca CA 92254,060650456122,"Block Group 2, Census Tract 456.12, Riverside County, California",594,538,182,261,0,13,0,13,0,13,0,13,412,482,NA,NA,169,88,98,74,71,76,169,88,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303100,OASIS GARDENS WATER CO.,NC,MHP,160,314,3/9/2021,NA,Mar-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"ARSENIC, CHROMIUM 6",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.1504896,33.549898,Both,Excel data had different receiving system ID number (CA3310002) but tool has this one and based on internet research that is the correct one,NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,90.07701962,2,1,NA,68555 POLK ST THERMAL CA 92274,060650456192,"Block Group 2, Census Tract 456.19, Riverside County, California",2230,877,78,52,0,13,17,26,0,13,0,13,2135,888,22609,3480,772,209,622,222,150,121,772,209,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
