"","PWS.ID","PWS.Name.x","Counties.Served.x","PWS.Type.2015","PWS.Name.y","PWS.Type","Counties.Served.y","match"
"356","CA5400750","KAWEAH PARK RESORT","Tulare","Transient non-community system","SEQUOIA CAMPGROUND AND LODGE","Transient non-community system","Tulare",0.178571428571429
"357","CA3601101","DESERT PETRO INC","San Bernardino","Transient non-community system","NEWBERRY CHEVRON","Transient non-community system","San Bernardino",0.3125
"358","CA2400172","SANDY MUSH DETENTION CENTER","Merced","Community water system","JOHN LATORACCA CORRECTIONAL FACILITY","Community water system","Merced",0.25
"359","CA1502029","BUTTONWILLOW REST STOP WATER SYSTEM","Kern","Transient non-community system","CAL TRANS BUTTONWILLOW SFTY RSRA","Transient non-community system","Kern",0.228571428571429
"360","CA5700828","CONSTELLATION BRANDS - WATER","Yolo","Non-Transient non-community system","PAMUNKEY VINEYARDS","Transient non-community system","Yolo",0.178571428571429
"361","CA2701951","HELLER ESTATES WS","Monterey","Transient non-community system","MASSA ESTATE VINYEARDS WS (PREV HELLER)","Transient non-community system","Monterey",0.256410256410256
"362","CA4200572","LAS POSITAS MWC","Santa Barbara","Community water system","LAS POSITAS MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.46875
"363","CA4200580","SAN MARCOS MWC","Santa Barbara","Community water system","SAN MARCOS MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.451612903225806
"364","CA1210010","SCOTIA, TOWN OF,  LLC","Humboldt","Community water system","SCOTIA CSD","Community water system","Humboldt",0.333333333333333
"365","CA2400226","HW NEWPORT (FKA GOLD HILLS NUT)","Merced","Non-Transient non-community system","HARRIS WOOLF ALMONDS-BALLICO","Non-Transient non-community system","Merced",0.193548387096774
"366","CA2702495","CHATEAU JULIEN WS","Monterey","Transient non-community system","FOLKTALE WINERY WS","Transient non-community system","Monterey",0.277777777777778
"367","CA4200666","KINECTA FEDERAL CREDIT UNION","Santa Barbara","Transient non-community system","KINECTA FCU","Non-Transient non-community system","Santa Barbara",0.392857142857143
"368","CA5402056","PEOPLES GROCERY","Tulare","Transient non-community system","PEOPLE'S FOOD AND DELI INC.","Transient non-community system","Tulare",0.37037037037037
"369","CA3301568","MAYFLOWER - RIV. COUNTY PARKS","Riverside","Transient non-community system","MAYFLOWER PARK","Transient non-community system","Riverside",0.482758620689655
"370","CA2000564","CALIFORNIA LIONS CAMP PACIFICA","Madera","Transient non-community system","CAMP PACIFICA","Transient non-community system","Madera",0.433333333333333
"371","CA2000594","THE OLD NUGGET","Madera","Transient non-community system","CANTINA WATER SYSTEM","Transient non-community system","Madera",0.2
"372","CA4200807","WOODSTOCK PROPERTY OWNERS ASSN","Santa Barbara","Community water system","WOODSTOCK RANCH","Community water system","Santa Barbara",0.4
"373","CA4200848","VISTA HILLS MWC","Santa Barbara","Community water system","VISTA HILLS MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.46875
"374","CA4200862","MESA HILLS MWC","Santa Barbara","Community water system","MESA HILLS MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.451612903225806
"375","CA4200872","VENTUCOPA WATER SUPPLY","Santa Barbara","Transient non-community system","VENTUCOPA","Transient non-community system","Santa Barbara",0.409090909090909
"376","CA4000202","EDNA RANCH MUTUAL WATER CO-EAST","San Luis Obispo","Community water system","EDNA VALLEY RANCH EAST","Community water system","San Luis Obispo",0.419354838709677
"377","CA1502826","B&J LAND COMPANY","Kern","Transient non-community system","FAMOSO FUEL STOP","Transient non-community system","Kern",0
"378","CA4200579","ROSARIO PARK WATER SYSTEM","Santa Barbara","Community water system","ROSARIO PARK","Community water system","Santa Barbara",0.48
"379","CA3301171","COWBOY COUNTRY CAMPGROUND","Riverside","Transient non-community system","BRADFORD RUN RV","Community water system","Riverside",0.2
"380","CA4200556","FOSTER ROAD MWC","Santa Barbara","Community water system","FOSTER ROAD MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.46875
"381","CA4200718","CHANNEL TECHNOLOGIES GROUP LLC","Santa Barbara","Non-Transient non-community system","MAJESTIC TOWNSGATE WATER SYSTEM","Non-Transient non-community system","Santa Barbara",0.161290322580645
"382","CA3200058","Cromberg Spring Water Association","","Transient non-community system","CROMBERG SPRING WATER ASSN","Transient non-community system","Plumas",0.212121212121212
"383","CA2000595","COUNTRY LIVING MHP","Madera","Community water system","MADERA MH & RV PARK","Community water system","Madera",0.105263157894737
"384","CA4901213","LYTTON ADULT REHABILITATION CENTER","Sonoma","Non-Transient non-community system","LYTTON SPRINGS WATER SYSTEM","Non-Transient non-community system","Sonoma",0.382352941176471
"385","CA2010014","HILLVIEW WATER CO-GOLDSIDE-HIL","Madera","Community water system","CAL AM - GOLDSIDE","Community water system","Madera",0.4
"386","CA2010012","HILLVIEW WATER CO-RAYMOND","Madera","Community water system","CAL AM - RAYMOND","Community water system","Madera",0.44
"387","CA2010007","HILLVIEW WC-OAKHURST/SIERRA LAKES","Madera","Community water system","CAL AM - OAKHURST","Community water system","Madera",0.303030303030303
"388","CA2800103","SILENUS","Napa","Transient non-community system","SILENUS VINTNERS","Transient non-community system","Napa",0.4375
"389","CA2800014","BARREL STOP WINERY","Napa","Transient non-community system","11:11 WINERY","Transient non-community system","Napa",0.388888888888889
"390","CA2800032","TERRA VALENTINE","Napa","Transient non-community system","LOKOYA WINERY","Transient non-community system","Napa",0.133333333333333
"391","CA5000516","LIVING FAITH COMMUNITY CHURCH","Stanislaus","Transient non-community system","COVENANT GROVE CHURCH","Transient non-community system","Stanislaus",0.413793103448276
"392","CA1600293","CHARDELLS","Kings","Community water system","CHAMPIONS- SAMUEL'S HOUSE","Community water system","Kings",0.24
"393","CA0707509","JOES ISLAND RESTAURANT","Contra Costa","Transient non-community system","DELTA BAR AND GRILL","Transient non-community system","Contra Costa",0.181818181818182
"394","CA3901343","VALLEY CREST TREE COMPANY","San Joaquin","Non-Transient non-community system","DEVIL MOUNTAIN WHOLESALE NURSERY","Non-Transient non-community system","San Joaquin",0.21875
"395","CA3901328","CARBONA FOOD & LIQUOR WATER SYSTEM","San Joaquin","Transient non-community system","FAMILY MARKET WATER SYSTEM","Transient non-community system","San Joaquin",0.441176470588235
"396","CA3302062","DINER 371","Riverside","Transient non-community system","SPARTAN VETERINARY SERVICES","Transient non-community system","Riverside",0.148148148148148
"397","CA2800033","GAMBLE WINERY","Napa","Non-Transient non-community system","GAMBLE FAMILY VINEYARDS WINERY","Transient non-community system","Napa",0.433333333333333
"398","CA2800112","PROFESSIONAL CENTER OF ST HELENA","Napa","Non-Transient non-community system","PCSH, LLC","Non-Transient non-community system","Napa",0.125
"399","CA4200952","FOXEN CANYON WINERY","Santa Barbara","Transient non-community system","FOXEN VINEYARD INC.","Transient non-community system","Santa Barbara",0.473684210526316
"400","CA2800302","HARTWELL WINERY","Napa","Transient non-community system","REALM ESTATE","Transient non-community system","Napa",0.2
"401","CA3303084","VAIL LAKE VILLAGE RESORT","Riverside","Transient non-community system","TEMECULA/VAIL LAKE KOA","Transient non-community system","Riverside",0.291666666666667
"402","CA0900411","CAFE MAHJAIC / LOTUS INN","El Dorado","Transient non-community system","LOTUS PUB","Transient non-community system","El Dorado",0.25
